tie_line,phase1_x_2-phenylethanol,phase1_x_camphor,phase1_x_carvacrol,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_camphor,phase1_w_carvacrol,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_camphor,phase2_x_carvacrol,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_camphor,phase2_w_carvacrol,phase2_w_water4C_aparicio2007
20,0.00018280881461802052,1.4034595425599376e-05,0.0005209830482603359,0.999282173541696,0.0012337533523948045,0.00011803269797560912,0.00432367995368669,0.9943245339959429,0.040994749752294,0.4119447652363596,0.41138661645580477,0.13567386855554167,0.037950165476675735,0.47522102428743873,0.4683109652217022,0.01851784501418353
21,0.0001747036114177029,1.4045375582231672e-05,0.0005224697196095899,0.9992887812933905,0.0011790944612524899,0.00011812757727837509,0.004336172747883705,0.9943666052135853,0.03915705154696453,0.4129802562008722,0.4124687951758152,0.13539389707634802,0.03622406149011643,0.4760884793218433,0.4692205144067315,0.018466944781308677
22,0.00016728721756336645,1.4055183621865737e-05,0.0005238304796002575,0.9992948271192146,0.0011290772571320665,0.00011821392817329773,0.004347608208901396,0.9944051006057931,0.037477095159961005,0.41392655412712903,0.41345798196919187,0.1351383687437181,0.034648207305675624,0.4768802748276728,0.47005097936363927,0.01842053850301227
23,0.00016047533659719877,1.4064145022771196e-05,0.000525080679070716,0.9993003798393093,0.0010831340917049476,0.00011829284843549443,0.004358115160534022,0.9944404578993254,0.03593540074328565,0.4147947112531385,0.4143656736588056,0.13490421434477023,0.033203796300558495,0.4776058990076351,0.47081224881088374,0.018378055880922894
24,0.0001541968955456063,1.4072364893682546e-05,0.0005262332632771874,0.9993054974762835,0.001040786302645183,0.0001183652579791641,0.00436780225239799,0.9944730461869777,0.03451556971107959,0.41559402336979306,0.4152015440093667,0.13468886290976068,0.031875035790633686,0.4782733163793013,0.471512627856271,0.01833901997379402
25,0.00014839156267102224,1.4079931204587199e-05,0.0005272992705436121,0.9993102292355809,0.0010016275204189472,0.00011843192719534137,0.004376762133743365,0.9945031784186424,0.03320369935071633,0.41633237528555583,0.41597380113371624,0.1344901242300115,0.030648566442247827,0.4788892634651458,0.47215914438359635,0.018303025709010115
26,0.00014300776176464833,1.408691913570499e-05,0.0005282880794941817,0.9993146172396055,0.0009653103122414048,0.00011849351459828731,0.004385073538984097,0.9945311226341762,0.03198792385046836,0.4170164811692979,0.4166894374648295,0.13430615751540417,0.029513010703724765,0.47945947392276017,0.47275778288980835,0.018269732483706762
27,0.00013800116765569725,1.409339281870539e-05,0.0005292078041097632,0.9993186976354158,0.0009315360606791377,0.0001185505821024184,0.004392804585611077,0.9945571087716074,0.030858055668175254,0.4176521099412587,0.41735446260473624,0.13413537178582996,0.028458618515810555,0.4799888610477105,0.47331367363849713,0.018238846797981892
28,0.00013333345644027335,1.4099406561577463e-05,0.0005300654341350518,0.9993225017028631,0.0009000465550914547,0.00011860360601530086,0.004400013961764268,0.9945813358771288,0.029805298380963907,0.4182442397179037,0.41797406395688635,0.1339763979442461,0.027476986231888816,0.48048165844723567,0.47383123892795553,0.01821011639292006
29,0.00012897133076619205,1.4105007799224623e-05,0.0005308670582370118,0.9993260566031976,0.0008706174323989779,0.00011865300229614983,0.004406752792193461,0.9946039767731114,0.028822017036853703,0.4187971888416064,0.4185527426824679,0.13382805143907203,0.02656083190689692,0.4809415336784462,0.4743143111556793,0.018183323258977552
30,0.0001210511236938694,1.4115131651317138e-05,0.0005323228947781175,0.9993325108498767,0.0008171807878253782,0.0001187423060372642,0.00441899185663341,0.9946450850495039,0.027038070796433625,0.41980013731251875,0.41960254698302235,0.13355924490802543,0.024900385013927613,0.48177489013975144,0.4751899103010547,0.018134814545266217
31,0.00011744509257166424,1.4119721342477244e-05,0.0005329858774206064,0.9993354493086652,0.0007928501122728644,0.0001187828022467783,0.004424565745001817,0.9946638013404786,0.02622643830412918,0.4202563345460732,0.4200801367575519,0.13343709039224574,0.0241456695942337,0.4821536181935026,0.47558792420024737,0.018112788012016226
32,0.00011404777309912865,1.4124034146849188e-05,0.0005336105719381529,0.9993382176208159,0.0007699269523550637,0.00011882086113138829,0.004429817884591664,0.9946814343019219,0.02546212048692959,0.42068587544222047,0.4205298658907277,0.1333221381801222,0.023435366997669516,0.4825100285308332,0.47596253434809466,0.018092070123402804
33,0.00011084154831582062,1.4128094376032565e-05,0.0005342002030757235,0.9993408301542324,0.0007482925602796761,0.00011885669623501921,0.004434775361759895,0.9946980753817254,0.024741096584805087,0.42109103041421403,0.4209541036189436,0.1332137693820374,0.022765668235219756,0.4828460377249544,0.47631574644247715,0.018072547597348936
34,0.00010781073037708581,1.413192357894398e-05,0.0005347576431938446,0.9993432997028502,0.0007278411853650999,0.00011889049688301552,0.004439462304311774,0.9947138060134401,0.024059788920894998,0.4214738191055282,0.4213549578939706,0.13311143407960604,0.022133187845194226,0.48316334896910235,0.47664934331996417,0.01805411986573933
35,0.00010494130345982613,1.4135540921184063e-05,0.0005352854591865002,0.9993456376964326,0.0007084783427077899,0.00011892243150238567,0.004443900275237942,0.9947286989505519,0.023415003497483426,0.4218360441026383,0.42173431045666776,0.13301464194321044,0.02153490661068763,0.48346348097465713,0.47696491508055366,0.018036697334101678
36,0.00010222070672821486,1.413896350832121e-05,0.0005357859521138994,0.9993478543776495,0.0006901193515015238,0.00011895265045038291,0.004448108605338645,0.9947428193927094,0.022803879899823146,0.42217931933908387,0.42209384639616165,0.13292295436493134,0.02096812333042605,0.4837477922942513,0.477263884452053,0.018020199923269697
37,9.963764949210902e-05,1.4142206436255905e-05,0.0005362611856758238,0.9993499589583958,0.0006726880900873942,0.00011898128653582621,0.004452104632872527,0.9947562259905043,0.022223848860994246,0.4225050943573088,0.42243507939673125,0.13283597738496555,0.020430414017748023,0.48401750192659226,0.4775475282826599,0.01800455577300008
38,9.718195757396193e-05,1.4145283962434705e-05,0.0005367130363319977,0.9993519597221315,0.0006561159610353322,0.0001190084649299364,0.004455904121479604,0.9947689714525552,0.02167259608389753,0.42281467377305704,0.4227593720435774,0.13275335809946803,0.019919597217206667,0.4842737066426678,0.4778169956273147,0.01798970051281082
39,9.484443393918114e-05,1.4148208144439172e-05,0.0005371431825041438,0.9993538641754123,0.0006403409524340422,0.0001190342918157756,0.004459521174133279,0.994781103581617,0.021148031456899176,0.4231092364804986,0.4230679557546098,0.1326747763079924,0.01943370441834115,0.4845173961689958,0.47807332358351684,0.017975575829146145
40,9.261674735432694e-05,1.4150990166469906e-05,0.0005375531517198143,0.9993556791107593,0.0006253068877149477,0.00011905886557995282,0.004462968625502558,0.9947926656212025,0.020648262486879378,0.42338984931512696,0.42336194506612496,0.13259994313186868,0.018970954680371164,0.48474946576365646,0.4783174504310073,0.017962129124964994
41,9.049133198887614e-05,1.4153640142222231e-05,0.0005379443314449084,0.9993574106964239,0.0006109627492798419,0.00011908227521179961,0.004466258133857753,0.9948036968416506,0.02017157150164154,0.42365748045887963,0.4236423515790687,0.1325285964604101,0.01852973281133542,0.484970727287515,0.47855022719018575,0.017949312710963845
42,8.846130019281508e-05,1.4156167374319194e-05,0.0005383179780888022,0.9993590645543441,0.0005972620908479695,0.00011910460253617646,0.004469400257551811,0.994814233049064,0.019716395843146873,0.4239130089954721,0.4239100939860033,0.13246050117537772,0.01810857051300846,0.48518191844744313,0.4787724272944225,0.017937083745125815
