tie_line,phase1_x_2-phenylethanol,phase1_x_thymol,phase1_x_carvacrol,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_thymol,phase1_w_carvacrol,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_thymol,phase2_x_carvacrol,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_thymol,phase2_w_carvacrol,phase2_w_water4C_aparicio2007
29,9.549078698660064e-05,0.0002927471693455203,0.0005034795802728837,0.999108282463395,0.0006435516422667739,0.002426126091177053,0.004172559375401545,0.9927577628911546,0.023616590569714834,0.3544829885553626,0.3544396942873996,0.26746072658752296,0.025263472130128632,0.4663048901392281,0.4662479386647768,0.04218369906586646
30,9.250352605146281e-05,0.00029300556035281313,0.0005039636928237376,0.999110527220772,0.0006234265879069625,0.0024282960211321537,0.0041766205003255985,0.9927716568906353,0.02288179550818943,0.35485921428165684,0.35482382330759593,0.26743516690255775,0.024472294129050477,0.4667017226205417,0.46665517732061795,0.04217080592978992
31,8.969751256364483e-05,0.00029324826014098863,0.0005044184700850245,0.9991126357572103,0.0006045221593395114,0.0024303342260549453,0.004180435619677722,0.9927847079949278,0.022191348106573056,0.35521271803813587,0.3551847666488363,0.26741116720645475,0.023729170087552993,0.46707444207112686,0.46703768837707466,0.04215869946424556
32,8.705673561790071e-05,0.0002934766559815181,0.0005048465001849952,0.9991146201082155,0.0005867305667380051,0.0024322523477762355,0.004184026430432337,0.9927969906550534,0.021541350874845787,0.3555454980401918,0.3555245621403335,0.26738858894462886,0.023029850712254562,0.46742518164585184,0.46739765783568377,0.04214730980620983
33,8.456701556764576e-05,0.000293691972799298,0.0005052500699925502,0.9991164909416405,0.0005699563447450768,0.002434060666716543,0.004187412105624927,0.9928085708829135,0.020928350092967642,0.3558593253955023,0.35584501611988995,0.26736730839164,0.02237057341220483,0.467755830188183,0.46773702149998575,0.04213657489962632
34,8.22157528388416e-05,0.0002938953118995108,0.0005056312323830475,0.9991182577028787,0.0005541146623799476,0.0024357684242139574,0.004190609854151494,0.9928195070592545,0.02034927425792186,0.3561557731451679,0.356147733065445,0.2673472195314652,0.021747994529058408,0.46806806575139764,0.4680574992946724,0.04212644042487156
35,7.99917079445729e-05,0.00029408763896415774,0.0005059917925448856,0.9991199288605463,0.0005391298431918292,0.002437383726363347,0.0041936348129634655,0.9928298516174814,0.019801382863168956,0.35643624714766337,0.3564341469743825,0.26732822301478526,0.02115913264549481,0.46836338502539887,0.46836062536143425,0.04211685696767202
36,0.0021284572533693015,0.00011303509541158467,0.0001851968995307195,0.9975733107516884,0.014230015033641073,0.0009292925708487021,0.0015225545858253225,0.983318137809685,0.4689536196191867,0.12209436858217473,0.1212582137820708,0.2876937980165677,0.5785116145669136,0.18521517105990748,0.18394673782967555,0.05232647654350356
37,0.0015594560849175843,0.00016386316468149063,0.00027233527338583856,0.9980043454770151,0.010449359089421982,0.0013501952513773707,0.002243980784960709,0.9859564648742398,0.3546005557096658,0.1824583742200176,0.18154988014961188,0.2813911899207047,0.420287874003404,0.265931622080078,0.26460749923383475,0.0491730046826832
38,0.00123193198928332,0.00019293170956756277,0.0003232194849990959,0.99825191681615,0.008265409611651434,0.0015917688242303382,0.0026666984953304254,0.9874761230687877,0.28534400361350243,0.21874487132797082,0.21790062853153727,0.27801049652698945,0.3305363616681724,0.3115925783234821,0.31038999108989457,0.04748106891845107
39,0.001018591570866443,0.00021179101571045265,0.00035663718209426543,0.9984129802313289,0.006839793749162371,0.0017488364432379955,0.0029448846022479065,0.9884664852053517,0.23880968989239065,0.2430255223836862,0.24226864737836049,0.27589614034556265,0.2725351385056902,0.3410524541222282,0.3399902855257029,0.04642212184637875
40,0.0008684364774051356,0.00022502884793597046,0.00038028311970835296,0.9985262515549506,0.005834961305966623,0.0018592459909113498,0.0031419965582821486,0.98916379614484,0.2053625066756411,0.2604314873327748,0.259758818399666,0.274447187591918,0.2319160177192553,0.3616611118582208,0.3607269767551572,0.04569589366736659
41,0.000756959649207655,0.00023483746769400123,0.00039790395902849075,0.9986102989240699,0.005088190940560185,0.001941139705951841,0.003289028712539502,0.9896816406409485,0.1801513064375399,0.27352730039532774,0.2729297279039672,0.2733916652631651,0.20186443079285302,0.3768962343637138,0.3760728327455659,0.04516650209786724
42,0.0006708966348852312,0.00024239867208693497,0.00041154551853169445,0.9986751591744962,0.004511214942794387,0.0020043191529190165,0.0034029417652718355,0.9900815241390147,0.16046277109717164,0.28374052632335595,0.28320845539418193,0.2725882471852905,0.17872308046929414,0.38862117182034955,0.3878924284481338,0.044763319262222455
