tie_line,phase1_x_2-phenylethanol,phase1_x_thymol,phase1_x_eugenol,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_thymol,phase1_w_eugenol,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_thymol,phase2_x_eugenol,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_thymol,phase2_w_eugenol,phase2_w_water4C_aparicio2007
149,0.0005393640957704942,0.00018093962634151102,6.153550602894643e-06,0.9992735427272851,0.003641871199768712,0.0015023633202388708,5.584862101460715e-05,0.9947999168589778,0.12406645059797923,0.2856356921976399,0.28568235071227693,0.30461550649210384,0.13720812339644436,0.38845138570903404,0.42467139253616043,0.049669098358361134
150,0.0005202533243437862,0.00018178532711231256,6.201454050848113e-06,0.999291759894493,0.0035131956937342287,0.0015095414316443894,5.6289207817836334e-05,0.9949209736668035,0.11970272520436569,0.2875235315545853,0.28756253692147155,0.30521120631957754,0.13229836398768033,0.3907712134855841,0.42719569838671745,0.04973472414001798
151,0.0005024494142232734,0.0001825702261822622,6.24617507314127e-06,0.9993087341845214,0.0033932955810187316,0.0015162053840572123,5.670059664410858e-05,0.9950337984382799,0.11563484986034066,0.28928079368479775,0.28931260254639923,0.30577175390846234,0.12772791181962181,0.392930196303413,0.42954488520901535,0.04979700666794978
152,0.00048582287100070755,0.0001833006575013758,6.288019799870669e-06,0.999324588451698,0.003281303604950613,0.0015224085554176043,5.708558931336764e-05,0.9951392022503184,0.11183379249288648,0.2909205555229938,0.29094558606633053,0.3063000659177893,0.12346276212370969,0.39494450684148785,0.43173657069298066,0.04985616034182176
153,0.0004702607477787374,0.0001839821062256139,6.327256302340484e-06,0.9993394298896934,0.003176463050427418,0.0015281971932139616,5.744664016682788e-05,0.9952378931161917,0.10827419075713605,0.29245420718053305,0.29247284315917327,0.3067987589031576,0.11947330777982644,0.3968282194961043,0.4337860854916356,0.04991238723243368
154,0.00045566406694529067,0.00018461933764936725,6.364120890426179e-06,0.9993533524745148,0.0030781105618796416,0.001533611495288588,5.7785913416106325e-05,0.9953304920294157,0.10493379028440644,0.2938917122234746,0.29390430649647503,0.30727019099564395,0.115733650412883,0.3985936394310511,0.43570683206690275,0.049965878089163175
155,0.00044194576476367287,0.00018521652762252695,6.398821598177661e-06,0.9993664388860157,0.002985662441811393,0.001538686700923448,5.810531492569641e-05,0.9954175455423394,0.10179298573784168,0.2952418292025016,0.29524870685953136,0.3077164782001254,0.11222103757966947,0.40025157332903327,0.43751057993740866,0.05001680915388857
156,0.00042902891739225556,0.00018577733560728993,6.431543294446184e-06,0.999378762203706,0.0028986028149654004,0.0015434537055356485,5.8406538782271317e-05,0.9954995369407168,0.09883443697491474,0.29651228319211126,0.2965137443059232,0.3081395355270507,0.10891539879222834,0.40181154967814375,0.43920770584536245,0.05006534568426537
157,0.00283559901466543,4.503078504009842e-05,1.0943411848747006e-06,0.9971182758591096,0.018915928657944527,0.0003693950763743902,9.812501209827492e-06,0.9807048637644713,0.6078578138783821,0.05147148008137845,0.0516590756171599,0.2890116304230796,0.7761203745197567,0.0808150918887239,0.08865798166048579,0.05440655193103357
158,0.0024503672023820327,7.372251649282623e-05,1.8697316661890675e-06,0.997474040549459,0.01637848535543524,0.0006059565031699039,1.6798324945590147e-05,0.9829987598164492,0.5358625299806148,0.09052543064852354,0.0907862883679366,0.2828257510029252,0.6608161843527889,0.13727663149056038,0.1504844656901055,0.05142271846654508
159,0.002157746918297035,9.37119087838854e-05,2.469556539700284e-06,0.9977460716163794,0.01444451241109918,0.0007714288895723217,2.2221096415444513e-05,0.9847618376029131,0.47750774617254144,0.12076579961394279,0.12105010761658185,0.2806763465969339,0.5752386330705653,0.17889999124617403,0.19600941525969387,0.0498519604235668
160,0.001926925124329142,0.00010843626657966057,2.9534928231976883e-06,0.997961685116268,0.012914917835327876,0.0008937171632541628,2.66076706871705e-05,0.9861647573307307,0.42980056298000646,0.1447069671576667,0.1449915055210756,0.28050096434125127,0.5092473842462356,0.21083854085712167,0.23091306985880242,0.04900100503784027
161,0.0017400702545519945,0.00011972106542353069,3.353840615343299e-06,0.9981368548394091,0.011674023456214053,0.0009876955228957766,3.024407643800024e-05,0.9873080369444522,0.3903111653251739,0.16405360278074316,0.1643273495648684,0.28130788232921444,0.4568238712255086,0.23611431649120285,0.2585185992662174,0.0485432130170712
162,0.0015857680214541518,0.00012863589671658626,3.6909240069613474e-06,0.9982819051578222,0.010647498549269213,0.0010621084054919987,3.331096132283443e-05,0.9882570820839159,0.3572038302402742,0.1799729590962323,0.18023085226681673,0.2825923583966768,0.41417989353136536,0.25661314300634175,0.2808963979713892,0.04831056549090362
163,0.0014562666458344457,0.0001358505045649216,3.978663700431167e-06,0.9984039041859003,0.009784691093805758,0.001122447937228044,3.593251182284445e-05,0.9890569284571433,0.3291111266826762,0.1932802929082768,0.19352029605639748,0.2840882843526496,0.37881500594717415,0.2735715415971778,0.299402386355283,0.04821106610036499
164,0.0013460900424992121,0.00014180550197987732,4.2270867814051375e-06,0.9985078773687396,0.009049713435242265,0.0011723371588105546,3.819847353484317e-05,0.9897397509324124,0.3050104768097857,0.20455758652936373,0.20477922838138693,0.28565270827946365,0.3490132257014724,0.2878335751868571,0.3149612739649838,0.04819192514668655
165,0.0012512545132002371,0.00014680229142988635,4.443657613794459e-06,0.998597499537756,0.008416391955711616,0.0012142604891944061,4.017584439473744e-05,0.9903291717106992,0.2841292783967234,0.2142292483239705,0.21443286546870813,0.287208607810598,0.3235581887233253,0.29999492288601254,0.32822517236150756,0.048221716029154656
166,0.0011687930631596889,0.00015105378072384674,4.634065796071593e-06,0.9986755190903205,0.007865190183718522,0.0012499767539662808,4.191581623076138e-05,0.9908429172460845,0.2658764367432817,0.22261096519033163,0.22279729783460006,0.2887153002317866,0.30156382943056237,0.3104879043602156,0.33966707222355236,0.04828119398566962
167,0.0010964517303497262,0.0001547144828283065,4.802729445549263e-06,0.9987440310573764,0.0073812383882518665,0.001280764902904053,4.3458223111417514e-05,0.9912945384857326,0.24979384785556435,0.22994185162604788,0.23011182377241224,0.2901524767459755,0.2823694777112365,0.3196338532841078,0.3496383610287217,0.04835830797593403
168,0.0010324885728310576,0.00015789913806311698,4.95313210756423e-06,0.9988046591569982,0.00695302553734228,0.0013075763701020447,4.483452891363374e-05,0.991694563563642,0.23552198322931225,0.23640602510579248,0.23656062413103798,0.29151136753385737,0.2654725152883467,0.3276765704079985,0.35840552926466823,0.04844538503898636
169,0.0009755371406090278,0.00016069471697973252,5.08805734735803e-06,0.998858680085064,0.006571508645679333,0.0013311334832527455,4.606991398934908e-05,0.9920512879570786,0.22277528912070954,0.24214737137111195,0.242287582559872,0.29278975694830645,0.25048379870017207,0.33480436964429644,0.3661743425262385,0.04853748912929302
170,0.0009245108824445572,0.00016316827431017307,5.2097547767598495e-06,0.9989071110884685,0.006229487676604024,0.0013519939786746501,4.718475601035436e-05,0.992371333588711,0.2113244329477535,0.24727986159727605,0.24740663349860487,0.29398907195636564,0.23709735846114185,0.3411650118489413,0.3731062050073024,0.04863142468261441
171,0.0008785354896394029,0.00016537234209535386,5.320061878228745e-06,0.998950772106387,0.005921162274176429,0.0013705953816533086,4.819571923390867e-05,0.9926600466249365,0.20098331898755784,0.2518948745046776,0.25200910185022585,0.2951127046575387,0.22506930990420448,0.3468760617653908,0.3793295019668918,0.04872512636351298
172,0.0008368997258209027,0.00016734864084302388,5.420493580315243e-06,0.9989903311397557,0.005641809003510987,0.0013872855959937188,4.9116557152245654e-05,0.9929217888433429,0.1915994879591488,0.25606648980559954,0.2561690064011424,0.29616501583410926,0.21420286966487473,0.3520322264679819,0.3849476326649251,0.04881727120221833
173,0.0007990192875451282,0.0001691307168557222,5.512309461786811e-06,0.9990263376861375,0.005387543745330875,0.0014023446754129155,4.995871581229731e-05,0.993160152863444,0.18304692949136062,0.2598553702244776,0.2599469474792174,0.2971507528049444,0.20433751038745265,0.35671065300290306,0.39004480700670424,0.04890702960294009
174,0.0007644098395785626,0.00017074584993759316,5.596565233596002e-06,0.9990592477452502,0.005155144152715123,0.0014160005940136047,5.073179679234174e-05,0.9933781234564789,0.17522064038665133,0.26331165013262153,0.26339299869800437,0.29807471078272285,0.19534097952582127,0.36097481810765136,0.3946903001240212,0.04899390224250612
175,0.0007326665622442462,0.00017221643761491915,5.6741516303884645e-06,0.9990894428485104,0.004941914800004437,0.001428440704613653,5.144390745743395e-05,0.9935782005879245,0.1680324595257655,0.2664771131062653,0.26654888613310057,0.29894154123486855,0.1871033372309499,0.36487742792256456,0.39894162306305725,0.049077611783428315
176,0.0007034485965989656,0.00017356105492558882,5.745826006487675e-06,0.9991172445224691,0.004745584511543686,0.0014398205212944294,5.2101945920969145e-05,0.9937624930212409,0.161407846833744,0.26938685312814725,0.26944965028861934,0.29975564974948943,0.17953244154905054,0.36846260962657734,0.4028469185680885,0.049158030256283715
177,0.0006764668946187304,0.00017479522409681602,5.8122357032742215e-06,0.9991429256455812,0.004564226066448792,0.0014502701062296245,5.271181203469738e-05,0.993932792015287,0.15528336846600224,0.2720705564063871,0.2721249281588986,0.300521146968712,0.17255048716081214,0.37176758886894473,0.40644679427438574,0.049235129695857326
178,0.0006514747780038732,0.00017593201926105522,5.873937374875027e-06,0.9991667192653602,0.004396193746421849,0.0014598990922031466,5.32785820781064e-05,0.9940906285792969,0.14960471526482658,0.2745535004914196,0.2745999523109503,0.30124183193280357,0.16609132153353068,0.3748239884051015,0.4097757416181077,0.049308948443260135
179,0.0006282604850864487,0.0001769825350814532,5.931412356980997e-06,0.9991888255674752,0.0042400739888592475,0.0014688005786614813,5.3806647816422616e-05,0.9942373187846628,0.14432512823724317,0.2768573408114644,0.2768963372273406,0.30192119372395176,0.16009834219882485,0.37765884416589685,0.41286324577744954,0.049379567857828786
180,0.0006066411668955656,0.00017795622865764523,5.985078372516595e-06,0.9992094175260744,0.004094645594755371,0.0014770539782696073,5.429982253053495e-05,0.9943740006044445,0.13940413697287843,0.27900073456261437,0.2790327029187694,0.30256242554573776,0.15452283341575537,0.38029540779472404,0.4157346621791265,0.049447096610394044
181,0.0005864582064552029,0.0001788612382085156,6.035300725847591e-06,0.9992286452546103,0.003958848693290859,0.0014847276691897797,5.476144244885863e-05,0.9945016621950704,0.1348065418992317,0.28099984107955306,0.2810251749983408,0.3031684420228743,0.14932263880692434,0.3827537865376495,0.41841191526411275,0.04951165939131338
182,0.0005675732885083704,0.00017970458646101678,6.082399379923283e-06,0.9992466397256506,0.003831758651518903,0.0014918806923478979,5.519443097490001e-05,0.9946211662251584,0.13050158688645405,0.28286872520580025,0.2828877877364048,0.30374190017134084,0.1444610933298517,0.38505145745621944,0.4209140599051573,0.04957338930877161
