tie_line,phase1_x_2-phenylethanol,phase1_x_thymol,phase1_x_camphor,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_thymol,phase1_w_camphor,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_thymol,phase2_x_camphor,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_thymol,phase2_w_camphor,phase2_w_water4C_aparicio2007
145,0.0005076834386701104,0.0002667697040075305,1.3540344725445984e-05,0.9992120065125969,0.0034262604801412275,0.0022139235557843,0.00011387498300979516,0.9942459409810647,0.11643191763063353,0.36449333223488745,0.3646168229704167,0.15445792716406226,0.11176140335760591,0.4302373578172238,0.43614181046857187,0.02185942835659843
146,0.00047626587330302345,0.0002698357368662151,1.3600245366795877e-05,0.9992402981444639,0.003214736921471053,0.0022397223055514097,0.00011439681728402359,0.9944311439556935,0.1090930418693537,0.3687151123248404,0.368815896073892,0.15337594973191396,0.10442364959852145,0.4340017572874845,0.43992908009881326,0.021645513015180834
147,0.0004619756129456278,0.0002712309073573469,1.3627141704001947e-05,0.999253166337993,0.0031185034438881124,0.002251464419400598,0.0001146312882151699,0.9945154008484961,0.10575984444623246,0.37063112113395236,0.37072141190888347,0.15288762251093171,0.10110484281066208,0.4357042255853762,0.4416416754149953,0.02154925618896645
148,0.0004485201782497006,0.0002725449029490035,1.3652269259436015e-05,0.9992652826495418,0.0030278792054037116,0.0022625248468715357,0.00011485043059277754,0.994594745517132,0.1026242416817096,0.372432727313445,0.3725130444013157,0.15242998660352966,0.0979906240341554,0.4373016674567921,0.4432484962252458,0.021459212283806674
149,0.0004358282975228803,0.0002737846231006408,1.3675796662700163e-05,0.9992767112827139,0.0029423863682640616,0.0022729614046082076,0.0001150556984955731,0.9946695965286322,0.09966917467571164,0.3741298819427804,0.3742007082936996,0.15200023508780838,0.0950626312311106,0.4388035166055341,0.4447590535958905,0.02137479856746488
150,0.0004238366089532597,0.00027495620524435024,1.3697871795131295e-05,0.9992875093140072,0.0028616000150563266,0.0022828255366801353,0.00011524836785436399,0.9947403260804091,0.09687949248567214,0.3757314143919287,0.37579319976960834,0.1515958933527908,0.09230463688672483,0.44021810918703436,0.4461817509550201,0.02129550297122066
151,0.0004124885899476569,0.0002760651273421198,1.3718624882982047e-05,0.9992977276578273,0.002785140999968333,0.002292163170537789,0.00011542956291315074,0.9948072662665808,0.09424169275485922,0.3772451860337269,0.37729834985764094,0.15121477135377293,0.08970224648280645,0.4415528389817578,0.44752404083462033,0.02122087370081542
152,0.0004017336531607422,0.0002771162913192644,1.3738170822769336e-05,0.9993074118846973,0.002712669910721158,0.0023010154138360587,0.00011560027617341483,0.9948707143992693,0.09174370358146353,0.3786782196437524,0.37872315355317926,0.15085492322160476,0.08724264670686674,0.4428142870033512,0.44879255576710686,0.021150510522675154
153,0.0003915263988245694,0.00027811410944610044,1.375661230597147e-05,0.9993166028794234,0.002643882073375189,0.0023094192748166235,0.00011576139498708613,0.9949309372568211,0.0893746987911719,0.38003680726899336,0.38007387743863713,0.15051461650119763,0.08491439402632588,0.44400833006529916,0.4499932179149149,0.021084057993460123
154,0.0003818259442662229,0.00027906254479196946,1.3774039955676751e-05,0.9993253374709862,0.0025785030701642743,0.0023174080021009682,0.00011591370302013604,0.9949881752247146,0.08712494174133885,0.38132660446352523,0.3813561536931243,0.15019230010201168,0.08270723640079135,0.44514023281711657,0.45113133199130084,0.021021198790791264
155,0.0003725953890885172,0.00027996518039762346,1.379053502235387e-05,0.9993336488954916,0.002516285164262699,0.002325011661385937,0.00011605790315116303,0.9950426452712001,0.08498565140545329,0.3825527077389783,0.38257505734415764,0.14988658351141068,0.08061196205640014,0.44621472528809053,0.4522116635409741,0.020961649114535214
156,0.0003638013370028098,0.0002808252603520529,1.380617031239387e-05,0.9993415672323327,0.002457004101708528,0.0023322574792261153,0.00011619462550223233,0.9950945437935632,0.08294888803880497,0.38371972221863754,0.38373517374167837,0.149596216000879,0.07862027077172243,0.44723606913409053,0.45323850580550584,0.02090515428868129
157,0.0003554134885988202,0.00028164572888258506,1.3821011251602088e-05,0.999349119771267,0.0024004563871169635,0.0023391701699101604,0.00011632443657117558,0.9951440490064016,0.08100745480694915,0.38483181944272554,0.38484065620261454,0.14932006954771088,0.07672466381020838,0.4482081142269459,0.4542157368340205,0.020851485128825203
158,0.00034740429016857514,0.0002824292644527802,1.3835116798394004e-05,0.9993563313285804,0.0023464569337718066,0.0023457722206358628,0.00011644784707567705,0.9951913229985165,0.07915481292202103,0.38589278731664345,0.38589527581530325,0.14905712394603232,0.07491834943257973,0.44913434724896034,0.4551468685194079,0.02080043479905201
159,0.0027653150955435253,5.439717458562193e-05,4.786632741026521e-06,0.9971755010971298,0.01845271546096461,0.000446365620067005,3.980310855288996e-05,0.9810611158104154,0.609943932735246,0.06218791650689679,0.0624544729324041,0.2654136778254531,0.7592258457590848,0.0951887905534232,0.0968759198757671,0.04870944381172486
160,0.002370284313115335,9.015541467214828e-05,7.189271546701567e-06,0.9975323710006657,0.015847952529568943,0.000741247545386033,5.99002769541334e-05,0.9833508996480909,0.5389053934281184,0.10955019182986399,0.1099325204069339,0.2416118943350837,0.6368274566923823,0.15919195840742092,0.16188501803742136,0.042095566862775546
161,0.002085801200545118,0.00011630357150334164,8.632650322676692e-06,0.9977892625776289,0.01396572751951343,0.0009575962493107015,7.202877424987021e-05,0.9850046474569261,0.48131835811818996,0.14643041673521917,0.14686050063120307,0.22539072451538777,0.5484325990869781,0.20517331099044686,0.208529289092778,0.03786480082979697
162,0.0018678109012794499,0.00013657078774057365,9.595650777070737e-06,0.9979860226602029,0.012519799815787436,0.001125695751595284,8.015121982448729e-05,0.9862743532127928,0.43426718937001685,0.17584145193577458,0.17628537383859905,0.21360598485560958,0.48162473702284825,0.23981246969956094,0.24363477176669532,0.034928021510895475
163,0.001693955920350594,0.00015287396433203898,1.028388363157387e-05,0.9981428862316859,0.01136435169271665,0.0012611734566725422,8.597475310888535e-05,0.9872885000975019,0.39531415300844414,0.19979874618637025,0.20023871030506155,0.20464839050012415,0.42935919647635834,0.2668516536665832,0.27101770858286556,0.03277144127419288
164,0.001551339008472942,0.00016633571538950367,1.080022883576857e-05,0.9982715250473018,0.010415006477652948,0.0013732103731259415,9.035600321185416e-05,0.9881214271460094,0.3626251078368597,0.21967136293835407,0.22009786725047936,0.19760566197430673,0.3873517959016158,0.2885492043259587,0.29297783168058356,0.03112116809184193
165,0.001431851818591246,0.00017767196018710296,1.1201882405660016e-05,0.998379274338816,0.009618579649447607,0.0014676770308228782,9.377241540418303e-05,0.9888199709043254,0.3348451012531752,0.23641290634111548,0.2368209610960658,0.19192103130964355,0.3528498939912363,0.3063486404237109,0.3109835409637831,0.029817924621269885
166,0.0013300742420033031,0.00018736729153559045,1.15231908760572e-05,0.9984710352755851,0.008939440052030642,0.0015485561090037136,9.651135485711624e-05,0.9894154924841085,0.3109681817250367,0.25070479871533646,0.2510919627618607,0.18723505679776625,0.32400484656165207,0.3212158247402593,0.3260165048697102,0.028762823828378574
167,0.0012422132723695005,0.0001957644733335068,1.1786029763372907e-05,0.9985502362245336,0.008352604474047442,0.0016186701773884705,9.875623129614161e-05,0.989929969117268,0.29023829859426115,0.26304563364585576,0.2634109392570545,0.18330512850282854,0.299529242592551,0.3338215271859714,0.3387579835390233,0.027891246682454275
168,0.0011655184729582354,0.00020311430666572857,1.2004995643706731e-05,0.9986193622247324,0.007839925866553913,0.0016800880509058923,0.00010062966453579079,0.9903793564180043,0.2720790409632338,0.27380806192316,0.27415140208726907,0.17996149502633718,0.27849897785018174,0.34464619036717464,0.3496956356104579,0.027159196172185554
169,0.0010979379015102185,0.00020960532980950715,1.2190201962165176e-05,0.9986802665667182,0.007387845362096399,0.0017343672901864772,0.00010221676762043114,0.9907755705800966,0.25604460793318967,0.2832759231575646,0.283597691710897,0.17708177719834867,0.2602335349535218,0.3540430095539497,0.3591877706340019,0.0265356848585265
170,0.001037904619841615,0.00021538244736333205,1.2348877470590442e-05,0.9987343640553246,0.006985995030854158,0.001782706583860177,0.00010357847966388933,0.9911277199056219,0.24178547353026983,0.2916690781739709,0.29196995365253847,0.17457549464322072,0.24422066776349344,0.3622774749899606,0.3675035966339987,0.025998260612547335
171,0.000984198499906368,0.00022055911793323712,1.2486327205626813e-05,0.9987827560549547,0.006626291987637844,0.0018260456072449033,0.00010475959365832977,0.9914429028114589,0.2290240878697356,0.29916039791202526,0.2994412117090697,0.1723743025091694,0.23006740140604243,0.36955302437053883,0.37484931355321366,0.025530260670205075
172,0.0009358535430420735,0.00022522558794310665,1.2606531088614603e-05,0.9988263143379261,0.006302329948027492,0.0018651325878916746,0.0001057937641911633,0.9917267436998897,0.21753746363436108,0.30588764424723747,0.3061492995000907,0.1704255926183108,0.2174672145891788,0.37602818608287397,0.3813855414675531,0.025119057860394096
173,0.0008920939194684691,0.00022945463430850048,1.2712534028503101e-05,0.9988657389121945,0.00600895876148066,0.0019005714955273435,0.00010670677540860299,0.9919837629675833,0.20714451225464878,0.3119619266465775,0.312205348280691,0.1686882128180827,0.20617749355208384,0.38182833248645043,0.38723926333813874,0.024754910623326933
174,0.0008522886682332727,0.00023330565012994993,1.2806704706932153e-05,0.9989015989769299,0.00574198623813312,0.0019328556590501363,0.00010751871175170524,0.992217639391065,0.19769671679584186,0.3174738377059299,0.317699941921511,0.1671295035767173,0.1960036940199897,0.38705392422868334,0.3925121984854444,0.024430183265882453
175,0.0008159189781180135,0.00023682763685894457,1.2890914447957205e-05,0.9989343624705751,0.0054979625392409,0.0019623924152921126,0.00010824546017794128,0.992431399585289,0.18907116735999427,0.32249797023894494,0.3227076462896726,0.16572321611138813,0.18678799190342954,0.39178640936552994,0.39728679171991677,0.024138807011123736
176,0.0007825539680762699,0.00024006138262706175,1.2966659233482642e-05,0.9989644179900632,0.00527402039511322,0.001989521073402384,0.00010889973625672973,0.9926275587952276,0.18116530003643436,0.3270962973787408,0.32729039714320723,0.16444800544161772,0.17840100590910604,0.39609252167373615,0.401630575577859,0.02387589683929883
177,0.0007518326617136369,0.00024304114848320982,1.3035150664006032e-05,0.9989920910391391,0.005067756077914693,0.0020145268345352525,0.00010949184980266744,0.9928082252377475,0.17389287148949145,0.33132072806219365,0.3315000606256654,0.16328633982264953,0.17073566293410997,0.4000274619806575,0.4055993979120593,0.023637477173173226
178,0.0007234502089316163,0.00024579593012326946,1.309738001207001e-05,0.9990176564809331,0.004877138329083938,0.002037651217527833,0.00011003024473902507,0.9929751802086493,0.16718084952900406,0.33521506876938856,0.33538039817792387,0.16222368352368355,0.16370258634663476,0.4036372882304641,0.4092398459175384,0.023420279505362702
179,0.0006971472965931674,0.00024835044469563914,1.3154166459355214e-05,0.9990413480922518,0.004700438306996348,0.0020591002197221024,0.00011052190603149094,0.99312993956725,0.16096698486050567,0.3388165432407892,0.33896858826461423,0.1612478836340907,0.15722658321136018,0.4069607343458688,0.4125910903057937,0.023221592136977356
180,0.0006727018581401109,0.0002507258866042518,1.3206191996333378e-05,0.9990633660632592,0.004536174696055059,0.0020790505728833703,0.00011097265449507887,0.9932738020765663,0.1551978981126523,0.3421569842328809,0.34229641936576516,0.16034869828870169,0.1512439367272746,0.41003061149872494,0.4156863056765529,0.023039146097447574
181,0.0006499225878983727,0.00025294054716391964,1.3254029693408126e-05,0.9990838828352444,0.004383070735670653,0.0020976548753574944,0.00011138738570490074,0.9934078870032669,0.14982755794303088,0.3452637739258741,0.3453912311340146,0.1595174369970804,0.14570029617054311,0.41287489905789176,0.41855377606964184,0.022871028701923313
182,0.0006087210074063596,0.0002569489649135686,1.3339008776971363e-05,0.9991209910189031,0.004106057725481717,0.002131338190509172,0.00011212476413412684,0.993650479319875,0.14012865049352863,0.35086803597299554,0.35097327412662505,0.15803003940685073,0.1357498371729125,0.41797943754373884,0.4236992041268658,0.02257152115648296
183,0.0005900280752253927,0.0002587686791918852,1.3376916875449637e-05,0.9991378263287073,0.003980340589523965,0.0021466339860272323,0.00011245397461977992,0.993760571449829,0.13573490746302003,0.35340407781533256,0.3534990012566008,0.15736201346504664,0.13126782860032107,0.4202783708438673,0.42601624939933946,0.022437551156472064
184,0.0005724539507655517,0.0002604801022437189,1.341219343698357e-05,0.9991536537535537,0.003862126312975128,0.0021610220777568425,0.00011276048840085665,0.9938640911208673,0.13160810193741462,0.35578449694650005,0.3558695905145981,0.15673781060148728,0.1270725347677493,0.42243006594314225,0.4281847239893764,0.022312675299731966
185,0.0005559006653701496,0.0002620926559990354,1.3445102635666856e-05,0.9991685615759951,0.003750759716069087,0.002174581227611137,0.00011304657117602714,0.9939616124851438,0.12772464782702103,0.35802319101538393,0.3580989086914883,0.15615325246610673,0.12313728030388277,0.42444823893015443,0.430218482614971,0.02219599815099185
186,0.0005402814153469106,0.0002636146961227105,1.3475874489446059e-05,0.999182628014041,0.003645660089460493,0.0021873813072812902,0.00011331419706192345,0.9940536444061963,0.1240636551948772,0.3601324509055003,0.3601992180212747,0.1556046758783477,0.11943860101474155,0.426344952551111,0.43212970835620484,0.02208673807794256
187,0.000525519008520197,0.0002650536593545161,1.3504710203532538e-05,0.9991959226219217,0.0035463108587554895,0.0021994845236566166,0.0001135650940309101,0.994140639523557,0.12060655619502295,0.3621231863887406,0.36218140170600893,0.1550888557102275,0.11595577460613882,0.4281308581680711,0.4339291575023672,0.0219842097234228
188,0.0005115445639849168,0.0002664161868302414,1.3531786535103952e-05,0.9992085074626497,0.0034522509296181503,0.0022109464449614025,0.0001138007810545057,0.9942230018443659,0.11733679150858092,0.3640051147700559,0.3640551524243218,0.15460294129704127,0.11267043139041949,0.42981539641127686,0.4356263625668596,0.021887809631444016
189,0.0004982964133888408,0.0002677082244008769,1.355725911831924e-05,0.999220438103092,0.003363067370854439,0.002221816836072399,0.00011402259645386328,0.9943010931966193,0.11423954628036319,0.3657869197282743,0.3658291310349656,0.15414440295639692,0.10956622952162015,0.43140696458028216,0.4372298016328341,0.02179700426526362
190,0.00048571919793694647,0.0002689351264619808,1.3581266647044405e-05,0.999231764408954,0.003278389399659478,0.002232140522188091,0.00011423173338117095,0.9943752383447712,0.11130152614259109,0.36747638397749366,0.3675110991059821,0.15371099077393308,0.10662858253733308,0.4329130567643953,0.4387470400821258,0.021711320616145932
191,0.0004737630472362541,0.00027010170506264154,1.3603931391781502e-05,0.9992425313163094,0.003197882907256493,0.0022419577996846654,0.0001144292445040762,0.9944457300485549,0.10851076780048347,0.3690805050317586,0.36910803454893426,0.15330069261882368,0.10384442982477929,0.4343403824650437,0.4401848505586338,0.0216303371515432
192,0.0004623829350085163,0.00027121231264634344,1.3625362721570132e-05,0.9992527793896235,0.003121246164413483,0.0022513051243737837,0.00011461607184631017,0.9945128326393664,0.1058564762234864,0.37060559045570607,0.3706262267506316,0.15291170657017597,0.10120204205957405,0.43569496647691286,0.4415493139690058,0.02155367749450726
193,0.00045153809757088044,0.00027227089184868184,1.3645658461354388e-05,0.999262545352119,0.003048205942664103,0.0022602155270446483,0.00011479305843645906,0.9945767854718548,0.10332888566545112,0.37205734122134027,0.3720713598163793,0.1525424132968292,0.09869085575522803,0.436982234155604,0.44284590569277427,0.021481004396393718
194,0.00044119153941076064,0.0002732810226597418,1.3664906374250418e-05,0.9992718625315552,0.0029785142155542006,0.002268719006802328,0.0001149609609711817,0.9946378058166724,0.10091913991934713,0.3734409228651468,0.3734485836221254,0.1521913535933807,0.0963013318781724,0.43820708418178894,0.4440795691420825,0.02141201479795622
195,0.0004313096064753391,0.0002742459633049647,1.3683185419834017e-05,0.9992807612447999,0.002911945310758207,0.0022768428721170286,0.00011512046057106543,0.9946960913565538,0.09861918891709441,0.37476102693281177,0.3747625751622759,0.1518572089878178,0.09402483455947891,0.43937395098592325,0.4452547788615713,0.02134643559302663
196,0.0028495105862725747,4.687305331730325e-05,4.206956421945333e-06,0.9970994094039882,0.01900655442067576,0.0003844634836032729,3.4968125761215015e-05,0.9805740139699597,0.6235624726563951,0.05280345695250645,0.052991487414819426,0.2706425829762792,0.7849148813278676,0.08173417476260059,0.08312275438127201,0.05022818952825994
197,0.002488765153714529,7.93947689672599e-05,6.51753811272608e-06,0.9974253225392055,0.016630272269368754,0.0006523881516410096,5.427130253006354e-05,0.9826630682764601,0.5613777537157634,0.09485532804244971,0.0951361403335872,0.24863077790819973,0.6737344612921146,0.13998903746777436,0.14228211589261508,0.04399438534749605
198,0.002220145404377448,0.00010394587991286914,7.976347164223915e-06,0.9976679323685455,0.014855254533998328,0.0008552728627279657,6.650800950597398e-05,0.9842229645937678,0.509104108291563,0.12880584832220918,0.12913131791171634,0.2329587254745114,0.5900872421524213,0.18358785149118448,0.18651442696733098,0.03981047938906334
199,0.0020094589105325213,0.0001234133130892273,8.980824704239499e-06,0.9978581469516741,0.013459706476229473,0.0010165229867346748,7.496247237071351e-05,0.9854488080646651,0.46509421038304577,0.15667314733087764,0.15701697357913208,0.2212156687069446,0.5249147314295088,0.2174408460829425,0.22083385482692441,0.036810567660624356
200,0.0018383884187900608,0.00013935615661391526,9.714566025809055e-06,0.9980125408585702,0.012324395467247326,0.0011488233230382095,8.115643808280727e-05,0.9864456247716317,0.4277538509877618,0.17990875455134206,0.18025590246045664,0.21208149200043938,0.472717507722479,0.24448869918463076,0.2482381220237187,0.03455567106917162
201,0.001695989913095727,0.0001527170180490346,1.0273988315453978e-05,0.9981410190805398,0.011377878699891241,0.0012598655582085627,8.589113174450477e-05,0.9872763646101557,0.3957763354196036,0.19955591559591457,0.19989759055577677,0.20477015842870502,0.4299749265242738,0.26659785328522556,0.2706276028907499,0.03279961729975077
202,0.001575206238526258,0.00016411135562591147,1.0714572847821343e-05,0.9982499678329999,0.010573973612743735,0.0013546845123637167,8.962865605910766e-05,0.9879817132188335,0.36813588900464245,0.21637474260168305,0.2167057804874055,0.19878358790626902,0.39433202731932016,0.28500940479146164,0.2892648160783533,0.031393751810864776
203,0.0014712250740910602,0.00017396381697347397,1.1070509062762988e-05,0.9983437405998726,0.009881120461313824,0.0014367616837160195,9.265436649164919e-05,0.9885894634884785,0.34403463492284925,0.23092870786293399,0.2312461320633942,0.19379052515082254,0.36415515731003445,0.3005806073826979,0.3050211816235785,0.030243053683689222
204,0.0013806224798245826,0.0001825797501324903,1.1364016326925495e-05,0.9984254337537161,0.009276822151411105,0.001508605310726151,9.515406859641642e-05,0.9891194184692663,0.32285012658417833,0.24364288792616304,0.24394507310471214,0.18956191238494663,0.3382758945820441,0.31392258534619405,0.3185175486884654,0.029283971383296477
205,0.0013008798095426087,0.00019018586640731703,1.1610163627567637e-05,0.9984973241604224,0.008744501968593046,0.0015720808577433156,9.725399951277364e-05,0.9895861631741508,0.3040930083447894,0.25484329321688276,0.25512946261882075,0.1859342358195071,0.3158366156590966,0.32548275587514136,0.3302082198533967,0.028472408612365278
206,0.0012300940221192898,0.0001969548575871793,1.181953259564985e-05,0.9985611315876978,0.008271615970678992,0.0016286114552220526,9.904295313707967e-05,0.9900007296209619,0.2873749028810113,0.26478379010976316,0.265053704547262,0.18278760246196346,0.29619366672736824,0.3355962185059098,0.3404332983017972,0.027776816464924668
207,0.0011667951525559373,0.00020302105601036153,1.1999772343863584e-05,0.9986181840190899,0.007848461692337522,0.0016793056249999512,0.00010058521691677577,0.9903716474657457,0.2723845072243487,0.27366482665215774,0.27391858763357424,0.18003207848991942,0.27885457708058004,0.3445189312647703,0.34945246024811905,0.02717403140653065
208,0.0011098265883473896,0.00020849081135443237,1.2156550580599938e-05,0.9986695260497175,0.007467395570884119,0.0017250420491651476,0.00010192849634395658,0.9907056338836068,0.25886985001390433,0.2816466755529022,0.2818845984191054,0.17759887601408797,0.26343614060104115,0.3524497818612157,0.3574674103177017,0.0266466672200414
209,0.0010582638095895406,0.00021344958142793883,1.2294154885932657e-05,0.9987159924540965,0.007122301032462555,0.0017665275804092054,0.00010310893113340432,0.9910080624559948,0.24662507708753592,0.2888589643048309,0.2890814953660305,0.17543446324160264,0.2496357066132029,0.35954566266700383,0.36463721146361233,0.02618141925618091
210,0.0010113577085282103,0.0002179669317275613,1.2415889222570474e-05,0.9987582594705217,0.006808216981867451,0.0018043382005971259,0.00010415440731118586,0.9912832904102242,0.23548052314092888,0.2954076281478133,0.29561529004893683,0.17349655866232103,0.2372110673371889,0.3659320047460972,0.37108899253397987,0.025767935382733947
211,0.0009684940995973539,0.00022210014742609434,1.2524341602073802e-05,0.9987968814113745,0.006521072087127651,0.0018389486500483014,0.00010508679570744717,0.9915348924671167,0.2252951942843767,0.3013800641635821,0.30157341968512147,0.17175132186691983,0.22596608398209572,0.3717102918290936,0.3769255830838951,0.02539804110491571
212,0.0009291640273182607,0.00022589684925533577,1.2621565869656696e-05,0.9988323175575567,0.006257489684084992,0.00187075391069234,0.00010592347402137693,0.9917658329312012,0.21595102305985045,0.30684900556306416,0.30702863359582677,0.17017133778125856,0.21574022873282378,0.376963518807338,0.38223105765860205,0.025065194801236094
213,0.0008929418565598056,0.0002293969995422684,1.2709214297572171e-05,0.9988649519296003,0.006014643675973914,0.001900085699735519,0.00010667843814935496,0.9919785921861413,0.20734843017626947,0.31187546262751736,0.3120419423371565,0.16873416485905673,0.20640085131645164,0.38176022093843676,0.387074827062314,0.024764100682797656
214,0.0008594686198895095,0.0002326343975685288,1.2788630635112502e-05,0.9988951083519069,0.005790148887545074,0.0019272247772689469,0.00010736308298637833,0.9921752632521996,0.19940287009168126,0.31651098807334627,0.3166648885776564,0.16742125325731602,0.19783737751530994,0.3861574934073734,0.3915147034895598,0.024490425587756933
215,0.0008284392969266491,0.0002356378450900006,1.2860919425870147e-05,0.9989230619385575,0.005581977232278525,0.001952410548452465,0.00010798678464130545,0.9923576254346276,0.19204211527424678,0.32079943679945855,0.32094131060371905,0.16621713732257554,0.18995689860685222,0.39020328400123516,0.39559922717398815,0.02424059021792443
216,0.0007995928755290633,0.00023843203038931423,1.2926995561874472e-05,0.9989490480985198,0.005388392147790714,0.001975848353555853,0.00010855731715198971,0.9925272021815015,0.18520410548473282,0.32477834993905247,0.3249087289253367,0.16510881565087812,0.18268077798432505,0.39393815581709507,0.3993694547430643,0.02401161145551568
217,0.0007727046427579845,0.00024103826038446047,1.2987624506512162e-05,0.998973269472351,0.005207897705944915,0.001997715509815842,0.00010908119091750686,0.9926853055933218,0.178835227626998,0.3284800484385373,0.32859944161851806,0.1640852823159465,0.17594201089958775,0.3973966568186577,0.4028603483951574,0.02380098388659712
218,0.0007240495491812565,0.00024575842696309856,1.3095022540358283e-05,0.9990170970013152,0.0048811633868616955,0.0020373338908429134,0.00011001009283800712,0.9929714926294574,0.16732461326739814,0.33516006990544006,0.3352589225522547,0.1622563942749071,0.16385465802989108,0.40359889447344116,0.40911983009008857,0.023426617406579222
219,0.0007019650783800028,0.00024790260621919565,1.3142805991870634e-05,0.999036989509409,0.004732806460061449,0.002055337111703331,0.00011042376692641273,0.9931014326613089,0.16210668960150232,0.3381840022174018,0.3382732520842014,0.16143605609689446,0.1584135936154968,0.40639027066738026,0.4119366102428497,0.023259525474273207
220,0.0006811963476545275,0.0002499199868216745,1.3187202716014713e-05,0.9990556964628077,0.004593258232859403,0.0020722792304069034,0.00011080834208139639,0.9932236541946522,0.1572038563011089,0.34102297927512665,0.3411030401629699,0.16067012426079463,0.15332254619221833,0.40900178683065014,0.41457168914012554,0.023103977837005976
221,0.0006616284117035858,0.00025182155284464745,1.3228559407609617e-05,0.9990733214760441,0.004461751667631212,0.00208825187218727,0.00011116677929397512,0.9933388296808875,0.15258846122619338,0.3436934598906363,0.34376472324167745,0.15995335564149288,0.1485487740197141,0.4114502970010457,0.4170421104040051,0.02295881857523518
222,0.000643159424706122,0.0002536170482182808,1.3267177087127213e-05,0.9990899563499885,0.0043376068699910635,0.0021033363490738704,0.00011150165135147691,0.9934475551295836,0.14823598912873662,0.34621000732628665,0.3462728432274376,0.1592811603175392,0.14406349744524147,0.4137506119532351,0.41936284955710246,0.022823041044420955
223,0.00062569881335267,0.00025531514796021737,1.330331837800786e-05,0.9991056827203091,0.00422021897047987,0.0021176050797368394,0.00011181520444580757,0.9935503607453375,0.1441246301594468,0.34858555434904515,0.3486403126041307,0.15864950288737728,0.13984131697377927,0.41591579987803334,0.4215471186026309,0.022695764545556423
224,0.0006091657497402393,0.0002569236017671048,1.3337213435425776e-05,0.9991205734350572,0.004109047989860456,0.0021311227807689313,0.00011210940840215349,0.9936477198209686,0.14023491752299536,0.35083162510853044,0.35087863633520455,0.15805482103326957,0.13585973100607554,0.41795743547150305,0.42360661830673735,0.022576215215684134
225,0.0005934878665827171,0.0002584493545435919,1.3369064795278172e-05,0.9991346937140784,0.004003610308152643,0.0021439474671579827,0.00011238599779138617,0.993740056226898,0.13654942166663409,0.35295852167074326,0.352998098392108,0.1574939582705147,0.13209873387004858,0.41988580745177967,0.42555174834495574,0.022463710333216133
226,0.0005786001685255993,0.0002598986463108062,1.339905120162143e-05,0.999148102133962,0.00390347143212354,0.002156131282084025,0.00011264650442131444,0.9938277507813711,0.1330524911644759,0.35497548201553003,0.35500791972657664,0.15696410709341738,0.12854047898935647,0.4217100924521057,0.42739178337452544,0.022357645184012245
227,0.0005644441296071565,0.0002612771107273996,1.3427331833961952e-05,0.9991608514278315,0.0038082399979487906,0.0021677213148907117,0.00011289229312934917,0.9939111463940312,0.12973003163151192,0.35689081295071834,0.35691639114733326,0.1564627642704364,0.1251689951170741,0.42343850122596716,0.4291350210529858,0.02225748260397286
228,0.0005509668753396137,0.00026258982988947575,1.345404758041322e-05,0.9991729892471906,0.003717562331007852,0.002178760057616478,0.00011312457277039536,0.9939905530386052,0.12656931766953422,0.3587120059954737,0.3587309891562315,0.1559876871787605,0.12196994631415535,0.42507840277262793,0.4307889076855331,0.022162743227683544
229,0.0005381205338421082,0.00026384141279057707,1.3479324520063353e-05,0.9991845587288473,0.003631118130988811,0.0021892860565753966,0.0001133444256833474,0.9940662513867523,0.1235588304252404,0.36044583389217344,0.36045847241067763,0.15553686327190844,0.1189304277499181,0.42663642937389545,0.43236014453886057,0.022072998337325785
230,0.0005258616498207295,0.0002650360460173851,1.350327556265057e-05,0.9991955990285993,0.003548616571866941,0.0021993343343280135,0.00011355282167969564,0.9941384962721252,0.12068811822531275,0.36209843509245937,0.3621049661569883,0.1551084805252397,0.11603879143430407,0.42811856650834157,0.4338547788368208,0.02198786322053363
231,0.0005141506747225695,0.00026617753611273063,1.3526002341163197e-05,0.9992061457868235,0.0034697929072551744,0.002208936742534999,0.000113750634139937,0.9942075197160699,0.1179476752080041,0.3636753840216272,0.36367603244052,0.15470090832984876,0.11328449670166144,0.4295302294738758,0.4352782812937339,0.021906992530728954
232,0.0029132723236361046,4.1186762577796145e-05,3.751996876323923e-06,0.9970417889169098,0.019425670889521796,0.00033771576416247103,3.117659168181793e-05,0.980205436754634,0.6335032590215938,0.04586676464272138,0.046005045985790444,0.2746249303498944,0.8042188455492864,0.0716015185228684,0.07277832983988924,0.051401306087955914
233,0.002581907300241462,7.097015423926828e-05,5.9596790539879665e-06,0.9973411628664653,0.017244631776701574,0.0005828915540466484,4.9602935130955706e-05,0.9821228737341209,0.5783574188572964,0.08359813210957355,0.08381106480852443,0.25423338422460556,0.7026721177539874,0.1248969167894728,0.1268904658399635,0.04554049961657618
234,0.0023284210462187816,9.403642068893904e-05,7.411735622043984e-06,0.9975701307974703,0.015571303733623164,0.0007733182932779108,6.176672899893933e-05,0.9835936112441,0.5307291280051888,0.11490847645738048,0.11516109240557688,0.23920130313185392,0.6237945734653487,0.16608081555770854,0.1686730383158094,0.04145157266113338
