tie_line,phase1_x_2-phenylethanol,phase1_x_camphor,phase1_x_carvone,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_camphor,phase1_w_carvone,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_camphor,phase2_x_carvone,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_camphor,phase2_w_carvone,phase2_w_water4C_aparicio2007
17,0.00045300225974804326,1.2583411685218564e-05,4.952191234563578e-06,0.9995294621373321,0.00306407266596096,0.00010606407796303652,4.1190288410313823e-05,0.9967886729676656,0.05248393419203241,0.4527006176025392,0.45271371532023874,0.04210173288518956,0.04449575167361963,0.47827147093067657,0.4719701703939058,0.005262607001797953
18,0.0004338380164505354,1.260195216907559e-05,4.955501192794442e-06,0.9995486045301877,0.0029347710460240883,0.00010623207639006507,4.1222368241737206e-05,0.996917774509344,0.04979706581862861,0.4543014017896285,0.45431344102763804,0.04158809136410487,0.04217494555390538,0.47947512067828146,0.47315681125276743,0.0051931225150457835
19,0.00041626306289083083,1.2618587808323827e-05,4.958442382598301e-06,0.9995661599069182,0.002816167321726101,0.00010638307923827893,4.125100976427754e-05,0.9970361985892713,0.047372913232392726,0.455745519779617,0.45575660195596,0.04112496503203016,0.04008511564945137,0.48055896041717916,0.4742253329690372,0.00513059096433234
20,0.0004000839962584206,1.2633595851624511e-05,4.961071358762498e-06,0.9995823213365312,0.002706962452159575,0.00010651953337884793,4.1276727637042886e-05,0.9971452412868246,0.04517464099000359,0.4570549763613709,0.4570651889989456,0.04070519364967986,0.038193326400342086,0.4815400790324355,0.4751925835966564,0.005074010970565971
21,0.00038513801798419084,1.2647202243974012e-05,4.963433805946986e-06,0.9995972513459659,0.0026060625546137305,0.00010664343660096484,4.129993926126089e-05,0.997245994069524,0.04317200514668567,0.4582478274551034,0.4582572466062162,0.0403229207919947,0.03647263160982286,0.482432456358154,0.4760723458882622,0.0050225661437608956
22,0.00037128710403306155,1.2659593254265319e-05,4.965567099985275e-06,0.9996110877356126,0.0025125398980325657,0.00010675643863315571,4.132098735374769e-05,0.9973393826759805,0.04133994022752929,0.45933903288725547,0.4593477250524805,0.039973301832734634,0.034900770263619874,0.4832476409709034,0.47687600556628557,0.004975583199191025
23,0.00035841343979769953,1.2670923961578148e-05,4.967502142116568e-06,0.9996239481340987,0.002425602341179437,0.00010685991507411184,4.1340156206554724e-05,0.9974261975875398,0.039657495024169355,0.46034109601274453,0.4603491196751722,0.03965228928791388,0.03345918930480333,0.4839952577243312,0.47761305172298013,0.004932501247885214
24,0.0003464155535476167,1.2681323426849121e-05,4.969264373180284e-06,0.9996359338586525,0.002344567419796146,0.00010695501306394196,4.1357680982022525e-05,0.9975071198861578,0.03810701975337293,0.4612645357860793,0.46127194264841526,0.03935650181213247,0.0321323015666932,0.484683391032185,0.47829145470999307,0.00489285269112876
25,0.0003352060161556112,1.2690901896349327e-05,4.970875490208458e-06,0.9996471322064578,0.0022688469622702974,0.00010704271320826263,4.137376249649358e-05,0.9975827365620249,0.036673541183304424,0.46211829044300995,0.4621251264374162,0.039083041936269304,0.03090691494874144,0.48531888495647924,0.4789179620100544,0.004856238084724899
26,0.00032470852213384646,1.2699751773802832e-05,4.972353427388825e-06,0.999657619372665,0.0021979274906815376,0.00010712383939830252,4.1388567722227e-05,0.9976535601021979,0.035344271323517085,0.46290997565046,0.4629162817646666,0.03882947126135648,0.029771789049635802,0.4859075686974209,0.47949832054621594,0.004822321706727312
27,0.00031485653778968905,1.2707952693451706e-05,4.973713597016662e-06,0.9996674617959199,0.002131361179410786,0.00010719910229090189,4.1402240409013255e-05,0.9977200374778894,0.03410822359735036,0.4636461404724582,0.4636519534350541,0.038593682495137414,0.02871728653946336,0.4864544409147577,0.48003745841306245,0.004790814132716643
28,0.00030559165112356877,1.2715573106158994e-05,4.974969150083001e-06,0.9996767178066202,0.0020687547793007987,0.00010726911359992883,4.1414903625818526e-05,0.9977825612034735,0.03295590566451998,0.46433244204542024,0.4643377948958729,0.03837385739418676,0.027735096929584913,0.4869638119140835,0.4805396250586677,0.004761466097663811
29,0.00029686235206800084,1.272267216468302e-05,4.976131373348946e-06,0.999685438844394,0.002009761433182728,0.00010733440266874158,4.142666334030228e-05,0.9978414775008083,0.031879073429100326,0.4649737922465563,0.4649787148130004,0.038168419511342803,0.02681801556606959,0.48743941828098586,0.4810085043037352,0.004734061849209363
30,0.00028862304216133286,1.2729301283781268e-05,4.977210015241496e-06,0.9996936704465396,0.0019540740296130573,0.00010739543017691008,4.143761135494474e-05,0.9978970929288552,0.030870532189984038,0.46557447716258576,0.46557899646476436,0.0379759941826658,0.025959765411292635,0.48788451543811767,0.4814473055945071,0.004708413556082621
31,0.0002808332027665486,1.2735505356646167e-05,4.978213534341779e-06,0.9997014530783424,0.0019014196186125296,0.00010745259886435199,4.1447827563908655e-05,0.9979496799549592,0.029923974635465145,0.4661382538044256,0.46614239439537986,0.037795377164729534,0.025154852248384436,0.4883019527650317,0.4818588380637721,0.0046843569228117
