tie_line,phase1_x_2-phenylethanol,phase1_x_camphor,phase1_x_carvone,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_camphor,phase1_w_carvone,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_camphor,phase2_x_carvone,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_camphor,phase2_w_carvone,phase2_w_water4C_aparicio2007
230,0.001678119161208931,1.0167236735485017e-05,4.403204386243543e-06,0.9983073103976693,0.01127128760895623,8.509908581685051e-05,3.6367907512285845e-05,0.9886072453977146,0.3338201391289174,0.28077125949427895,0.28078200399734626,0.10462659737945737,0.319626435183203,0.3350071149740537,0.33059643060123567,0.01477001924150762
231,0.0016199192122297364,1.0355040511568878e-05,4.451578158151408e-06,0.9983652741691005,0.010883989128365246,8.669973474481056e-05,3.6779640470260196e-05,0.9889925314964196,0.31592950723256663,0.2921219891498729,0.2921320777633942,0.09981642585416622,0.2997691771906898,0.34540789363967883,0.3408590011047903,0.013963928064841117
232,0.0015667606931495822,1.0518601089689495e-05,4.49294037878141e-06,0.998418227765382,0.010530015734650065,8.809587249569879e-05,3.7132632707592315e-05,0.9893447557601466,0.2998279956552921,0.30227042255145714,0.30227987945784884,0.09562170233540189,0.28224032834163537,0.3545796145920266,0.34990879697997884,0.013271260086359002
233,0.0015178956370531938,1.0662426578737636e-05,4.528736527113377e-06,0.9984669131998408,0.010204443098603553,8.932533891254304e-05,3.7438908977769515e-05,0.989668792653506,0.28526666616361324,0.31139698904791613,0.31140584235133956,0.09193050243713109,0.26665314690377484,0.36272819855323163,0.3579490189845188,0.012669635558474631
234,0.0014727324036832635,1.0789952422887108e-05,4.560034327463251e-06,0.9985119176095664,0.00990337363340402,9.041699619889144e-05,3.7707363493948953e-05,0.9899685020069032,0.27203910629716077,0.3196480357078591,0.3196563150742216,0.08865654292075847,0.25270194175745403,0.3700159991000251,0.36513987446081625,0.012142184681704547
235,0.0014307945487178329,1.0903847366750756e-05,4.587640969605278e-06,0.9985537139629459,0.009623666768900953,9.139328478749313e-05,3.794472903915993e-05,0.9902469952172724,0.2599731770200094,0.32714342466341395,0.32715115990721866,0.08573223840935792,0.24014193259944763,0.3765727404926626,0.37160937157108626,0.011675955336803405
236,0.0013916924348489892,1.1006218583282428e-05,4.612178690045334e-06,0.9985926891678778,0.009362752687611709,9.227193802925578e-05,3.815620240276624e-05,0.9905068191719563,0.24892446016439967,0.3339822133473486,0.3339894335984849,0.08310389288976681,0.228774819562421,0.38250332030063994,0.37746101935706944,0.011260840779869637
237,0.0013551031318163394,1.1098753823473487e-05,4.6341354091344566e-06,0.998629163978951,0.0091185003839953,9.306717121132575e-05,3.834586376966275e-05,0.9907500865810238,0.23877106715409618,0.34024694808976946,0.3402536813198541,0.08072830343628017,0.21843826295192295,0.3878934763255113,0.3827794200893221,0.010888840633243788
238,0.001320755844994386,1.1182821922001038e-05,4.653899428655857e-06,0.998663407433655,0.008889121971267074,9.379052276486633e-05,3.8516964343185453e-05,0.9909785705416249,0.2294095215019395,0.3460069459359728,0.3460132187086632,0.07857031385342443,0.20899809272492817,0.39281396969177673,0.3876343972583325,0.010553540324962491
239,0.0012884211879536256,1.1259546205310605e-05,4.671784164850056e-06,0.9986956474816762,0.008673102207726565,9.445146902474045e-05,3.867213152239475e-05,0.9911937741917263,0.22075148123086488,0.3513208288720571,0.35132666623328745,0.07660102366379042,0.20034245679800214,0.39732371812390155,0.39208408754575413,0.010249737532342122
240,0.0012579030084673164,1.1329856743524704e-05,4.688045099907767e-06,0.9987260790896892,0.008469144765834997,9.505786210847526e-05,3.88135096838684e-05,0.9913969838623726,0.2127211188571092,0.3562385016951084,0.35624392714900505,0.07479645229877721,0.19237736861204047,0.40147217451026856,0.39617728800753366,0.009973168870157242
241,0.0012290322521648167,1.1394531388791124e-05,4.702893049539767e-06,0.9987548703233968,0.00827613189179945,9.561627396206991e-05,3.89428704033827e-05,0.9915893089638351,0.20525301414057773,0.36080270775813383,0.360807743295899,0.07313653480538962,0.18502327868688023,0.4053011543046444,0.39995525935127574,0.009720307657199494
242,0.0012016621546203123,1.14542257535941e-05,4.716503498826721e-06,0.9987821671161273,0.008093092781940947,9.613224784599253e-05,3.90616901046133e-05,0.9917717132801085,0.1982904514247588,0.3650502657358317,0.36505493189522115,0.07160435094418828,0.17821240608807346,0.408846255488984,0.4034531271417717,0.009488211281170968
243,0.0011756643807165612,1.1509496735649104e-05,4.729023884683412e-06,0.9988080970986631,0.007919178171368219,9.66104958343129e-05,3.917121068529201e-05,0.991945040122112,0.1917840335236842,0.3690130564554399,0.3690173723971062,0.07018553762376963,0.17188664019273125,0.4121379726122733,0.40670098111591746,0.009274406079077833
244,0.001150926147671426,1.1560820146932916e-05,4.740578809028665e-06,0.9988327724533727,0.007753641410697913,9.705504679344406e-05,3.927248292503594e-05,0.9921100310595836,0.18569055184800953,0.3727188256309619,0.37272280922280526,0.06886781329822335,0.16599587598698223,0.4152025805237797,0.4097247472300967,0.009076796259141295
245,0.001127347865206879,1.1608605835258715e-05,4.751274657074339e-06,0.9988562922543008,0.007595822934400406,9.746937339754254e-05,3.936640495052341e-05,0.9922673412872515,0.17997205516646372,0.37619183241025966,0.3761955003144888,0.06764061210878786,0.16049668148553614,0.4180628401523694,0.41254688410293994,0.008893594259154678
246,0.0011048408337304902,1.1653208135368497e-05,4.761202604688662e-06,0.9988787447555295,0.007445135063118531,9.785648018898237e-05,3.945374742046486e-05,0.9924175547092721,0.17459507642394623,0.37945337204451823,0.37945673980307854,0.06649481172845693,0.1553512224159921,0.42073856599064313,0.41518694298840625,0.008723268604958357
247,0.0010833260282028519,1.169493502372628e-05,4.770441178078272e-06,0.9989002085955954,0.00730105403090681,9.821898035811817e-05,3.953517481168349e-05,0.9925611918139233,0.16952999824051881,0.3825222233408102,0.38252530545808694,0.06542247296058397,0.15052638889051506,0.42324708945356393,0.4176620250001032,0.008564496655817901
248,0.0010627326063985894,1.1734056063159457e-05,4.779058670475179e-06,0.9989207542788678,0.007163110136312003,9.855916267913132e-05,3.9611265626006966e-05,0.9926987194353828,0.16475051604463867,0.38541500456668754,0.38541781458783525,0.06441666480083842,0.14599308007154307,0.4256036354715362,0.4199871527166094,0.008416131740311193
249,0.0010429968270778843,1.1770807858075421e-05,4.787114586963971e-06,0.9989404452504771,0.007030880611740118,9.887903743959812e-05,3.968252448505311e-05,0.9928305578263352,0.16023319059538663,0.38814647623490917,0.388149026819141,0.0634713063505631,0.14172561521024074,0.42782163337461376,0.4221755769467506,0.008277174468394823
250,0.0010058733927494079,1.183801444216378e-05,4.801743980124692e-06,0.9989774868488284,0.0067820730360565705,9.946475810656499e-05,3.981226408226501e-05,0.9930786499417545,0.15190337034853632,0.39317671781777197,0.3931787842977381,0.061741127535953545,0.13389974711220998,0.431888224587776,0.4261879398822179,0.008024088417796027
251,0.0009883862127152152,1.1868818158388215e-05,4.808403872805288e-06,0.9989949365652536,0.006664834340610538,9.973357341425319e-05,3.987147960656817e-05,0.9931955606063686,0.1480552025211144,0.39549779794874923,0.39549963830992724,0.06094736122020935,0.13030308042857394,0.4337568068911958,0.42803160174662347,0.007908510933607022
252,0.0009715564107457891,1.1897956618182007e-05,4.814676689268487e-06,0.9990117309559468,0.006551980712325074,9.998807168994851e-05,3.992734672748956e-05,0.9933081038692575,0.14439734104127647,0.39770252109602705,0.3977041450850668,0.06019599277762963,0.12689510270155105,0.43552714947545335,0.42977833247014324,0.007799415352852558
253,0.0009553445188574249,1.1925560821024623e-05,4.82059443218203e-06,0.9990279093258894,0.006443249961093243,0.00010022936953542027,3.998013828726281e-05,0.9934165405310841,0.1409160243629285,0.3997994436070433,0.399800860376169,0.05948367165385926,0.1236613251280165,0.43720681475789824,0.43143559385946095,0.007696266254624174
254,0.0009397143756121665,1.1951748345073297e-05,4.826185686138995e-06,0.9990435076903567,0.0063384017927353925,0.00010045846977191572,4.003009823912857e-05,0.9935211096392537,0.1375987837184395,0.40179630232856633,0.4017975204804022,0.058807393472591854,0.1205887062467468,0.4388026076455743,0.43301010027675957,0.00759858583091939
255,0.0009246327688484848,1.1976625023698918e-05,4.831476060581239e-06,0.9990585591300671,0.006237215448750415,0.00010067627560187067,4.007744537017079e-05,0.9936220308302776,0.13443429522932132,0.4037001104010647,0.4037011380296777,0.05816445633993628,0.11766547556328615,0.4403206681134004,0.43450790998918487,0.007505946334128664
256,0.0009100691204752548,1.2000286220519322e-05,4.836488496877635e-06,0.9990730941048074,0.006139487622886808,0.00010088360139382362,4.012237589324249e-05,0.9937195063998262,0.13141225183057767,0.40551724004249584,0.40551808477096263,0.057552423355963916,0.11488098235970735,0.4417665505407398,0.4359345034522305,0.0074179636473221955
257,0.0008959952419303466,1.20228187765393e-05,4.8412439046352005e-06,0.9990871406953885,0.0060450308473179275,0.00010108118909423643,4.016506875804864e-05,0.9938137228948297,0.12852325179589433,0.4072534937438867,0.40725416275872695,0.05696909170149193,0.11222556556757794,0.4431452918828427,0.4372948505760891,0.0073342919734904095
258,0.0008823850559320117,1.2044300882030522e-05,4.845760916187465e-06,0.9991007248822698,0.005953671648939976,0.00010126970723034401,4.0205683659347184e-05,0.9939048529601703,0.12575870190110344,0.4089141671820964,0.40891466726474124,0.05641246365205894,0.10969044141783134,0.44446147067042974,0.43859346894167345,0.007254618970065426
259,0.0008692144201532769,1.2064803867165535e-05,4.850056508120881e-06,0.9991138707194713,0.005865249386279644,0.0001014497659942547,4.024436621634098e-05,0.9939930564815097,0.12311073237507167,0.41050410294149653,0.41050444049717344,0.05588072418625824,0.10726760601579774,0.44571925797057954,0.4398344740847033,0.007178661928919274
260,0.0008564609354354898,1.208439274233686e-05,4.854146094655253e-06,0.9991266005257275,0.005779614980036894,0.00010162192183713182,4.02812487775308e-05,0.9940784818493484,0.12057212252102317,0.41202773808957854,0.41202791917377857,0.05537222021561972,0.10494975064163589,0.44692246176982664,0.4410216232892018,0.007106164299335712
261,0.0008441037195408303,1.2103126673072037e-05,4.85804362933083e-06,0.9991389351101567,0.005696629409719821,0.00010178668154175897,4.031645130431321e-05,0.994161267457434,0.11813623477784665,0.41348914403733195,0.41348917438006094,0.054885446804760415,0.10273018779972737,0.44807456542024254,0.4421583535227282,0.0070368932573017864
262,0.002939985601009322,3.522106791626248e-06,1.920095130986568e-06,0.9970545721970682,0.019606406147691283,2.9270256926024017e-05,1.5746145905758454e-05,0.9803485774494769,0.6541178030838875,0.047517252561898884,0.04752341733061551,0.25084152702359813,0.8087964357836469,0.07321596730123744,0.07225861870873096,0.04572897820638465
263,0.0026625950025069285,5.424838559165981e-06,2.794357819765216e-06,0.9973291858011141,0.01778421006036975,4.5153093371497694e-05,2.2951454730497666e-05,0.9821476853915283,0.608248762376936,0.08820477023247852,0.08821397536690413,0.21533249202368135,0.7085924493492272,0.12804970510681102,0.12637216152925237,0.03698568401470955
264,0.002463441767844689,6.635237429837179e-06,3.2824437071643968e-06,0.9975266405510184,0.016472487049501106,5.528974225394523e-05,2.6990622095825294e-05,0.9834452325861492,0.5647563012730707,0.1226723761476512,0.12268300978872905,0.1898883127905491,0.629967614920244,0.17051992763483903,0.16828301888310288,0.031229438561814055
265,0.0023092938445205655,7.483078713798314e-06,3.5916764581769395e-06,0.9976796314003075,0.015455185045745543,6.240890291646748e-05,2.9559082728466214e-05,0.9844528469686095,0.5253084672787531,0.15196395020268064,0.15197514043362229,0.170752442084944,0.5668361657673788,0.20434073356887777,0.201657527263259,0.027165573400484377
266,0.0021839857034576067,8.115361530932501e-06,3.8049617504968873e-06,0.997804093973261,0.014626915012079956,6.773015073818268e-05,3.133660734559523e-05,0.9852740182298362,0.4900715010602342,0.1770417503834683,0.17705300951040273,0.15583373904589481,0.5151109499110448,0.23189332734085755,0.228846029014115,0.024149693733982857
267,0.0020786136066840138,8.6079407648108e-06,3.9611877470844085e-06,0.9979088172648041,0.013929515916365673,7.18840853459996e-05,3.264272592841135e-05,0.9859659572723599,0.4587256283028291,0.1986947727729096,0.19870582349109345,0.14387377543316793,0.4719931828558837,0.2547653656777957,0.2514155010511827,0.021825950415137896
268,0.0019878114179333237,9.00418727328599e-06,4.0808038611177065e-06,0.9979991035909324,0.013327882544025647,7.52318459741012e-05,3.364576683287161e-05,0.9865632398431673,0.4308223702544251,0.21754869725290205,0.2175593823737097,0.13406955011896318,0.43551695489226705,0.27405298166064584,0.2704477496163292,0.019982313830757874
269,0.0019081164881758841,9.330846609223746e-06,4.175529251376026e-06,0.9980783771359635,0.012799335025651254,7.79964427773727e-05,3.444235087344684e-05,0.9870882261806979,0.4059130411858756,0.23409609502051107,0.23410632812625964,0.1258845356673538,0.4042665068593821,0.29053613171352305,0.28671251095521616,0.018484850471878776
270,0.0018371719451573856,9.605392882426174e-06,4.252544647134674e-06,0.998148970117313,0.012328420633194557,8.03237536193169e-05,3.509176839401017e-05,0.9875561638447922,0.3835920212947738,0.2487258148877691,0.24873555220366095,0.1189466116137962,0.37719874284377103,0.30478441588898036,0.30077190679402216,0.01724493447322643
271,0.0017733034020043488,9.839775178568505e-06,4.316492082730277e-06,0.9982125403307343,0.011904151751364228,8.231363984833676e-05,3.563240119373598e-05,0.9879779022075936,0.36350731404727843,0.26174692943602323,0.2617561532430669,0.11298960327363144,0.3535292754258718,0.3172232779588966,0.31304578656262144,0.016201660052610086
272,0.0017152791131484232,1.0042469887559534e-05,4.3705062140074274e-06,0.99827030791075,0.011518439191082336,8.40370107979603e-05,3.609020178600388e-05,0.9883614335963337,0.34535881788440065,0.2734071901824359,0.27341589876393146,0.107818093169232,0.3326574422251139,0.3281767802334672,0.3238539459515032,0.015311831589915592
273,0.0016621664014959633,1.0219674215083661e-05,4.416781752631163e-06,0.9983231971425364,0.011165153518419988,8.554575711661804e-05,3.648336373054446e-05,0.9887128173607329,0.32889246378846854,0.28390697638255513,0.2839151777965798,0.10328538203239658,0.31411577131619356,0.3378960445192677,0.3334441970049133,0.014543987159625509
274,0.0016132417264347195,1.0376034631290879e-05,4.4569026417058954e-06,0.9983719253362923,0.01083953663876503,8.68788186921108e-05,3.6825033624966446e-05,0.9890367595089179,0.3138934979146942,0.29340979704434667,0.29341750520098586,0.09927919983997323,0.2975351571907198,0.3465786491037674,0.34201151162359894,0.01387468208191383
275,0.0015679321476974668,1.0515110968893312e-05,4.4920422720785254e-06,0.9984170606990616,0.010537818550286912,8.806605358551365e-05,3.7124962161127016e-05,0.9893369904339664,0.30018015992441427,0.3020502184334627,0.3020574505945354,0.09571217104758754,0.28262036784102545,0.3543821593815937,0.34971137505905314,0.01328609771832764
276,0.0015257759094817454,1.0639680046060357e-05,4.523088919014287e-06,0.9984590613215532,0.010256959128738844,8.913077092865123e-05,3.7390539421519604e-05,0.989616519560911,0.2875981727716133,0.3099398909161533,0.30994666608919835,0.09251527022303503,0.2691324954728019,0.3614337594145533,0.35666929119732416,0.012764453915320427
277,0.0014863951735050419,1.0751943388024181e-05,4.550728391915384e-06,0.9984983021547151,0.00999446940997973,9.009146496933479e-05,3.76274775973014e-05,0.9898778116474537,0.2760160953456587,0.3171721590406752,0.3171784969463771,0.08963324866728908,0.2568761667243275,0.3678372319432496,0.3629876709451252,0.012298930387297674
278,0.0014494766419554511,1.0853670761739906e-05,4.575499073364066e-06,0.9985350941882094,0.009748284523883457,9.096301401923452e-05,3.784026600024701e-05,0.9901229121960969,0.2653214752710613,0.3238256228903746,0.323831543301381,0.08702135853718325,0.24569007759997577,0.37367810075252383,0.36875090701889,0.01188091462861054
279,0.001414757490703824,1.0946302403964252e-05,4.59782986675921e-06,0.9985696983770255,0.009516671409895847,9.175753487073365e-05,3.8032485021856795e-05,0.9903535385702116,0.25541768636676765,0.32996691075036366,0.3299724330736404,0.08464296980922822,0.2354398893687988,0.3790274751670691,0.3740291678723775,0.011503467591754683
280,0.0013820149917168631,1.1031023775948717e-05,4.6180671804390416e-06,0.9986023359173267,0.009298160711283544,9.24850079357732e-05,3.82070295449143e-05,0.9905711472512356,0.24622133626289835,0.3356528558164016,0.3356579988366843,0.08246780908401581,0.22601282746599433,0.3839449630297087,0.37888127232836283,0.011160937175934015
281,0.0013510586069829776,1.1108819345261003e-05,4.636493669162099e-06,0.9986331960800027,0.009091494859843044,9.315372726478463e-05,3.8366264253220154e-05,0.990776985148639,0.23766014232120766,0.3409322203601762,0.34093700208966343,0.08047063522895266,0.21731352661420983,0.388480905226859,0.3833568946665505,0.010848673492380723
282,0.0013217240988677855,1.1180514636542003e-05,4.653342699457521e-06,0.9986624420437962,0.008895589403992462,9.377065252453006e-05,3.851214354270784e-05,0.9909721277999402,0.2296711871483051,0.34584707150449284,0.3458515091038537,0.07863023224334834,0.20926079952085372,0.39267810906266837,0.3874982751484329,0.010562816268044948
283,0.001293868612530962,1.1246807410541323e-05,4.668808804807176e-06,0.9986902157712537,0.008709500670057966,9.434167028634841e-05,3.864629833430492e-05,0.9911575113613215,0.22219947744040597,0.35043387989765895,0.3504379896435568,0.07692865301837813,0.20178509828396646,0.3965732055891272,0.39134155944396476,0.010300136682941368
284,0.001267367503439783,1.1308291412694088e-05,4.68305528087626e-06,0.9987166411498666,0.008532404962655608,9.487179277163051e-05,3.877009904191873e-05,0.9913339531455309,0.21519676497315948,0.3547244281292453,0.354728225412938,0.07535058148465719,0.19482650286203465,0.40019772660481057,0.3949178614174515,0.010057909115703293
285,0.0012421109451711517,1.1365475572919773e-05,4.6962205089216645e-06,0.998741827358747,0.00836357621123154,9.536531908128486e-05,3.888470821239319e-05,0.9915021737614748,0.20862055246721617,0.3587465263233442,0.3587500256686814,0.07388289554075823,0.18833311105267808,0.4035789603836776,0.39825410755767365,0.009833821005970661
286,0.0012180018505692095,1.1418798925891905e-05,4.708422602683636e-06,0.9987658709279023,0.008202372324354792,9.58259602064288e-05,3.899111910857111e-05,0.9916628105963301,0.20243327682163748,0.3625246169013072,0.3625278319953229,0.07251427428173235,0.18225974176054588,0.40674064317512165,0.4013737193440659,0.00962589572026652
287,0.0011949538824652208,1.1468641562084517e-05,4.719762690627638e-06,0.998788857713282,0.008048222092815966,9.625693097804797e-05,3.909018305537006e-05,0.9918164307931506,0.19660162175541968,0.36608026732611254,0.3660832110566443,0.07123489986182352,0.1765668815846073,0.4097035189270251,0.404297165573077,0.009432433915290668
288,0.0011728899578724893,1.1515335141853469e-05,4.730328268817512e-06,0.9988108643787168,0.007900615351626117,9.666103830170067e-05,3.918263732211287e-05,0.9919635409727501,0.19109594041993958,0.3694325790321624,0.3694352635296255,0.07003621701827246,0.17121982334231836,0.41248579641635813,0.40704241344613146,0.009251966795192124
289,0.0011517409414406614,1.15591700405559e-05,4.740195267693647e-06,0.9988319596932511,0.007759094376572895,9.704074119081207e-05,3.926912236078425e-05,0.9921045957598755,0.18588976892290424,0.3725985295238241,0.3726009662044156,0.06891073534885599,0.1661879570837413,0.4151035251728916,0.4096252995220202,0.009083218221346865
290,0.0011119446472955966,1.1639255830797713e-05,4.7580904313186215e-06,0.9988716580064423,0.007492700322538284,9.773534082552431e-05,3.942635425790982e-05,0.9923701379823783,0.17628360305228427,0.3784303114394443,0.3784322840934312,0.06685380141484011,0.15696442200124744,0.41990055164078627,0.41435846858750847,0.00877655777045781
291,0.0010931901275141084,1.1675932519956023e-05,4.766227865481835e-06,0.9988903677121005,0.00736711664432157,9.805384871707827e-05,3.9498024983050195e-05,0.9924953314819783,0.1718431841476166,0.3811218401749603,0.38112359540270535,0.06591138027471763,0.15272720696396672,0.42210369929903163,0.41653228490679756,0.008636808830204085
292,0.0010751346480487492,1.171060990081123e-05,4.773887494313286e-06,0.998908380854556,0.007246188416384323,9.835523988833466e-05,3.9565592878162015e-05,0.9926158907508492,0.16762087074827012,0.38367878081406853,0.38368032759521126,0.06502002084245008,0.1487133372811274,0.42419039656304575,0.41859119925879756,0.008505066897029168
293,0.0010577359026139534,1.1743447078772384e-05,4.781109480558057e-06,0.9989257395408268,0.007129635092985991,9.864086567780826e-05,3.962939833447474e-05,0.9927320946430018,0.16360102095774998,0.3861110001619026,0.38611234696360325,0.06417563191674407,0.14490558773282702,0.4261696532335838,0.4205441017897415,0.008380657243847648
294,0.0010409551954508166,1.17745866216135e-05,4.7879296033987105e-06,0.9989424822883242,0.0070171999952966385,9.891193765196852e-05,3.9689744874832265e-05,0.9928441983221765,0.15976944766039874,0.3884274235148496,0.38842857832617744,0.06337455049857413,0.1412884607522714,0.42804957229344476,0.4223989878561768,0.008262979098106993
295,0.0010247570423506116,1.1804156668036533e-05,4.794379844349844e-06,0.998958644421137,0.006908647680012233,9.916954536814116e-05,3.9746904057221705e-05,0.9929524358705624,0.15611325410279978,0.3906361442477574,0.3906371146118413,0.06261348703760145,0.13784797510930147,0.4298374612376623,0.4241630678802344,0.008151495772801791
296,0.0010091088175159131,1.1832272522741246e-05,4.80048879407941e-06,0.9989742584211673,0.0068037616088401885,9.941466982702991e-05,3.9801118890929105e-05,0.9930570226024418,0.1526206911887288,0.392744518578932,0.39274531162291654,0.06188947860942257,0.13457148487119855,0.431539927408568,0.42584286142140976,0.008045726298823703
297,0.0009939804884051588,1.1859039048459859e-05,4.806282451562059e-06,0.9989893541900948,0.006702342402357214,9.964820359428113e-05,3.9852610491190875e-05,0.9931581567835573,0.14928103295287867,0.39475924707230386,0.39475986953525055,0.061199850439567036,0.13144752366388415,0.4331629598522723,0.42744427794821255,0.007945238535631003
298,0.0009793442565660469,1.1884550487202673e-05,4.8117839324139916e-06,0.9990039594090143,0.00660420545935491,9.987094939893819e-05,3.990157571759244e-05,0.9932560220155285,0.1460844679283763,0.3966864457522003,0.39668690401089257,0.060542182308530805,0.12846567025191785,0.4347119999730628,0.42897268655586934,0.007849643219149938
299,0.0009651745484276094,1.1908892900321554e-05,4.817014304030634e-06,0.999018099544368,0.006509180918537823,0.00010008364054786658,3.9948194077424797e-05,0.9933507872468369,0.14302200552849098,0.39853171248395,0.39853201257698795,0.05991426941057091,0.12561643224027094,0.43619200333661906,0.43043297695035604,0.007758587472753936
300,0.0009514475137719019,1.1932144471028184e-05,4.821992628490818e-06,0.9990317983491286,0.006417110316204313,0.00010028694367854188,3.999262817784333e-05,0.9934426101119392,0.14008538968634288,0.4003001736920453,0.40030032134198995,0.059314115279621896,0.12289114456035262,0.4376074917308159,0.4318296108185971,0.007671752890234398
301,0.000938141008086911,1.1954376438487757e-05,4.826736182378414e-06,0.9990450778792922,0.006327846485388771,0.00010048146655158121,4.0035025536379596e-05,0.9935316370225233,0.1372670269938322,0.4019965366512405,0.4019965372852262,0.05873989906970098,0.1202818813825152,0.438962600163992,0.43316666820357275,0.007588850249920033
302,0.002984101521822866,3.1961663245746117e-06,1.7579367358012772e-06,0.9970109443751167,0.0198956902795245,2.6554982046284425e-05,1.4412767894734551e-05,0.9800633419705346,0.6599062957240628,0.04184340145033806,0.04184810315618975,0.2564021996694094,0.8235307435186899,0.06507223887759425,0.06422025949277863,0.0471767581109372
303,0.0027237554487933033,5.0270836404272795e-06,2.6221199405774607e-06,0.9972685953476257,0.018186459417123074,4.182802704607865e-05,2.1529370548657686e-05,0.9817501831852822,0.6198197822635442,0.07848497513956754,0.07849219845711689,0.22320304413977135,0.7317355444403733,0.11546396497395442,0.11394989919695402,0.03885059138871829
304,0.0025327688754802524,6.228662865996051e-06,3.1245525958357524e-06,0.9974578779090579,0.016929440944558245,5.188156932898336e-05,2.5682283121764086e-05,0.982992995202991,0.5808939845032507,0.11020530980248444,0.11021383853913902,0.19868686715512585,0.6578265432293207,0.1555207196432134,0.1534791467113005,0.033173590416165494
305,0.002383165222376173,7.086490107329549e-06,3.450338970745611e-06,0.9976062979485457,0.0159429196691771,5.907668449006433e-05,2.8384039485835447e-05,0.9839696196068469,0.544799810856226,0.1376783385233748,0.1376874698131136,0.17983438080728567,0.5972395177738133,0.1880825168412175,0.1856114403458013,0.0290665250391679
306,0.0022606677208672848,7.734516848751723e-06,3.6782075880249555e-06,0.997727919554696,0.015133911239572508,6.452364044459972e-05,3.0279550156397777e-05,0.9847712855698264,0.5119371281939049,0.1615851113664053,0.1615944274864267,0.16488333295326302,0.5467548413032477,0.21505451982801516,0.21222723857110065,0.02596340029763648
307,0.0021571639745914073,8.244153725240334e-06,3.846602869650037e-06,0.9978307452688137,0.014449475402189675,6.881549304726278e-05,3.168436488442768e-05,0.9854500247398786,0.48222204270501656,0.182517191664583,0.18252644009665103,0.1527343255337494,0.5040801367904423,0.23775383297359975,0.23462648980882417,0.02353954042713386
308,0.0020676617189765564,8.657146943997802e-06,3.976301079593018e-06,0.9979197048329999,0.013856984005464508,7.229949119197145e-05,3.276930443899089e-05,0.9860379471989045,0.45539712401856064,0.2009641412173802,0.20097316859333073,0.14266556617072834,0.4675535830627525,0.2571170643301621,0.253733563766765,0.021595788840320325
309,0.001988893448820385,8.999653483221559e-06,4.07943781759615e-06,0.9979980274598789,0.01333505544515448,7.519350339296354e-05,3.3634297381222305e-05,0.9865561167540713,0.43115856482070186,0.21732459970720125,0.21733331386117136,0.13418352161092548,0.43594682868139306,0.27382721965940165,0.2702225206411464,0.020003431018058997
310,0.0019186131520261057,9.288969850390165e-06,4.163551059950804e-06,0.9980679343270635,0.012868977520493213,7.764176538690889e-05,3.4341499438352026e-05,0.9870190392146815,0.4092081463664658,0.23192209523566695,0.23193044260478057,0.12693931579308665,0.4083348432088003,0.28839353347351043,0.28459591319974487,0.01867571011794436
311,0.0018552144449677,9.537034188904488e-06,4.233561309292926e-06,0.9981310149595342,0.012448218633122251,7.974393331480853e-05,3.493153556796423e-05,0.9874371058979949,0.3892730131751627,0.24501984171816227,0.24502779347088358,0.12067935163579137,0.384008944838954,0.3012031588423436,0.2972358072427467,0.017552089075955738
312,0.0017975100470867275,9.752379486882996e-06,4.292815072589567e-06,0.9981884447583538,0.012064988861312586,8.157130576648366e-05,3.543206896208079e-05,0.9878180077639589,0.3711114188564011,0.256833074869489,0.2568406181749544,0.11521488809915556,0.36241765848393614,0.31255554441135014,0.30843771192309294,0.016589085181620784
313,0.0017445980295626778,9.941283597744782e-06,4.343667679858841e-06,0.9982411170191597,0.011713366414348739,8.317638436857925e-05,3.5862592078183305e-05,0.9881675946092044,0.354512488540272,0.26753890926438856,0.2675460416816522,0.11040256051368728,0.34312574536082185,0.3226858649629343,0.3184337050339051,0.015754684642338715
314,0.0016957771266216564,1.0108478627890409e-05,4.387825599097486e-06,0.9982897265691513,0.011388744074511903,8.459877631686621e-05,3.623724329326286e-05,0.988490419905878,0.3392935998283304,0.27728407628045987,0.2772908020909549,0.10613152180025476,0.3257852970072469,0.3317813469716149,0.3274085454066056,0.015024810614532676
315,0.0016504911724927421,1.0257606960284118e-05,4.426556708880009e-06,0.998334824663838,0.011087465765612384,8.586899174937349e-05,3.656653861065381e-05,0.9887900987040276,0.325297017765785,0.28619096380270964,0.286197291580853,0.10231472685065236,0.3101149857807232,0.33999287195487715,0.3355111244980304,0.014381017766369065
316,0.0016082914310484911,1.0391521362187864e-05,4.460822908618024e-06,0.9983768562246806,0.010806580000676701,8.70109444964189e-05,3.685846467130633e-05,0.9890695505901557,0.31238651749686613,0.29436233934531053,0.29436828033170204,0.0988828628261213,0.2958849301452253,0.3474433740774181,0.34286275399902316,0.01380894177833344
317,0.001568810433615465,1.0512491917724964e-05,4.491368135090092e-06,0.9984161857063317,0.010543668562387698,8.804367758698211e-05,3.711920478090653e-05,0.9893311685552444,0.30044427825523085,0.3018850480320296,0.30189061503750153,0.0957800586752381,0.28290548874498217,0.3542340158924458,0.34956326058547266,0.013297234777099315
