tie_line,phase1_x_2-phenylethanol,phase1_x_camphor,phase1_x_geraniol,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_camphor,phase1_w_geraniol,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_camphor,phase2_x_geraniol,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_camphor,phase2_w_geraniol,phase2_w_water4C_aparicio2007
182,0.0006285026367728789,1.2693302952815122e-05,4.681314676984471e-05,0.9993119909135044,0.004245498350581473,0.00010684825684087586,0.00039928735466132815,0.9952483660379162,0.14079623990563633,0.3526747085875263,0.35265973217535584,0.15386931933148157,0.13431318401141332,0.41925005410425864,0.42479520888182243,0.021641553002505524
183,0.0006092996178261478,1.2730865667256873e-05,4.710971372429013e-05,0.9993308598027824,0.004116227958008871,0.00010717603133494254,0.00040186032042170553,0.9953747356902346,0.13637429396995507,0.35519147120258926,0.35517794439393796,0.15325629043351763,0.12987139185643953,0.4215166481654468,0.427093653377276,0.021518306600837565
184,0.0005912382649970096,1.2765855504784783e-05,4.7388353786761234e-05,0.9993486075257115,0.003994617517937172,0.00010748152408056235,0.0004042783077202665,0.995493622650262,0.13222142486688837,0.3575533248162099,0.35754118014671593,0.15268407017018587,0.1257142200193027,0.42363771448172655,0.4292445504181616,0.02140351508080901
185,0.0005742194097166737,1.2798527438815742e-05,4.765064888324841e-05,0.9993653314139612,0.003880003791119442,0.00010776692941257324,0.00040655494630438847,0.9956056743331636,0.1283138219390927,0.35977414571977145,0.3597633199433992,0.15214871239773672,0.12181514239301255,0.4256268433574656,0.43126167680128624,0.02129633744823567
186,0.000558155096179485,1.2829104525935859e-05,4.789800160471557e-05,0.9993811177976899,0.0037717982998017124,0.00010803416832125673,0.00040870232555416657,0.9957114652063228,0.12463039983688474,0.3618662002397688,0.36185663403793905,0.15164676588540735,0.11815083161672323,0.42749598276907264,0.43315714468933497,0.02119604092486912
187,0.0005429670060062963,1.2857781438420627e-05,4.813165593369639e-05,0.9993960435566216,0.003669476852451,0.00010828491874070333,0.0004107311721943124,0.995811507056614,0.12115242052766295,0.3638403731269224,0.36383201083301064,0.15117519551240394,0.11470069087604338,0.4292556795567328,0.4349416460487095,0.02110198351851426
188,0.000528585188868674,1.2884729709534446e-05,4.835272185695434e-05,0.9994101773595648,0.0035725711024274737,0.00010852066015032659,0.00041265106096698845,0.9959062571764552,0.11786317551440383,0.36570635568375814,0.3656991450232597,0.1507313237785783,0.11144646550447664,0.4309152789028462,0.436624654815903,0.02101360077677413
189,0.0005149469657808374,1.2910100846247228e-05,4.8562192286060033e-05,0.9994235807410868,0.003480661249102749,0.00010874270018773828,0.00041447055972783137,0.9959961254909816,0.11474771872450458,0.3674728052636222,0.3674666971114058,0.1503127789004675,0.1083719191379664,0.43248309086869496,0.4382145956827982,0.020930394310540536
190,0.0005019960054122552,1.293402916949614e-05,4.876095813184521e-05,0.9994363090072864,0.0033933698878784242,0.00010895219891350239,0.00041619735872621956,0.9960814805544819,0.11179264031799462,0.3691474794952985,0.3691424276497683,0.14991745253693867,0.10546256215820607,0.43396652991050183,0.43971898549939215,0.02085192243189981
191,0.0004896815386084998,1.2956634183750219e-05,4.8949821122071394e-05,0.9994484120060857,0.0033103567780410066,0.00010915018906957964,0.0004178383805811044,0.9961626546523084,0.1089858744574462,0.3707373502472501,0.3707333112209344,0.14954346407436936,0.1027054228518892,0.43537223243237017,0.44114455241880995,0.020777792296930577
192,0.0004779576866015076,1.2978022559970243e-05,4.912950469479304e-05,0.9994599347861437,0.00323131436591868,0.00010933759304579445,0.0004193998737915859,0.996239948167244,0.10631653518359549,0.3722487006259135,0.3722456334517701,0.14918913073872092,0.10008885363727743,0.4367061562778796,0.44249733673835645,0.020707653346486478
193,0.00046678288495049846,1.2998289821170245e-05,4.930066338076629e-05,0.9994709181618475,0.0031559639444253855,0.00010951523730964372,0.00042088749330792364,0.996313633324957,0.10377477575325411,0.3736872079793773,0.3736850740319277,0.1488529422354408,0.09760236624696488,0.4379736653339797,0.44378277665253507,0.020641191766520545
194,0.00045611938675873685,1.3017521745274125e-05,4.946389078286921e-05,0.9994813992007131,0.0030840523397705558,0.0001096838644279756,0.0004223063690888955,0.9963839574267127,0.10135166762047293,0.3750580152069391,0.3750567780372838,0.14853353913530415,0.09523649093980141,0.4391796017839302,0.44500578148867953,0.020578125787588945
195,0.00044593283357885195,1.3035795591365335e-05,4.9619726565009004e-05,0.9994914116442647,0.003015349048563481,0.00010984414357693665,0.00042366116616513117,0.9964511456416945,0.09903909591087089,0.3763657921589484,0.3763654173426901,0.14822969458749066,0.09298265574731708,0.44032834804846666,0.4461707944916513,0.020518201712565153
196,0.002851881544844731,4.0895999366665e-06,9.86661895991717e-06,0.9971341622362587,0.01902717045149925,3.400124148556399e-05,8.312032469946571e-05,0.9808557079823158,0.6267625022052163,0.05326607665284149,0.053240455632244915,0.2667309655096975,0.7837543992382897,0.08300398034734087,0.0840649381951012,0.04917668221926819
197,0.002500244180406678,6.258800787161678e-06,1.613685586609291e-05,0.9974773601629401,0.016713501940825246,5.2137161461819134e-05,0.0001362072107735453,0.9830981536869393,0.5652778440335917,0.0958085840356343,0.09577018330726822,0.24314338862350576,0.671793074863747,0.14188915554238465,0.1437143140274063,0.04260345556646197
198,0.002239136075466025,7.614405707830659e-06,2.066144605368093e-05,0.9977325880727725,0.014989711379906982,6.352139396755986e-05,0.0001746504246896033,0.984772116801436,0.5129650106829412,0.13013265280475733,0.13008796151195406,0.2268143750003474,0.5877020817630564,0.18579199264798996,0.1881926870044327,0.038313238584520994
199,0.0020336624706433354,8.54704338668732e-06,2.4155545134309138e-05,0.9979336349408356,0.013629720129977535,7.138306572343268e-05,0.00020441890406575693,0.9860944779002333,0.46869378462233663,0.15826363650523714,0.15821624309231117,0.21482633578011498,0.5222996198283868,0.21977732303245998,0.22262694761007235,0.03529610952908079
200,0.001865968710233141,9.23029089382803e-06,2.6968337402536933e-05,0.9980978326614706,0.012517495101604385,7.716132641055892e-05,0.0002284353940398761,0.9871769081779452,0.43104162483676306,0.18168018296900718,0.1816321698834327,0.20564602231079712,0.4700011167858033,0.24686439730452434,0.2500740333296936,0.03306045257997874
201,0.0017256331252829705,9.7534682643171e-06,2.9297272740085803e-05,0.9982353161337126,0.011585132467424132,8.159862368730918e-05,0.00024835669843393913,0.9880849122104547,0.39876095983747495,0.20144919062365613,0.20140179614861628,0.19838805339025253,0.4272339802441215,0.2689613677786443,0.27246620484099293,0.031338447136241204
202,0.0016060027237371924,1.0167451866895312e-05,3.126550377070826e-05,0.9983525643206251,0.010789182964176301,8.511882677070446e-05,0.00026521852770683895,0.9888604796813463,0.3708449941289417,0.2183482058548368,0.21830217056904608,0.19250462944717533,0.3916120958931775,0.2873323518273088,0.29108369493672814,0.02997185734278543
203,0.0015025519804675003,1.0503457117460464e-05,3.2955299203154506e-05,0.9984539892632119,0.010100028755336388,8.79825601309616e-05,0.0002797141988738382,0.9895322744856588,0.3464998829382153,0.23295299263269875,0.23290875319677923,0.1876383712323066,0.3614829930157605,0.3028477103691982,0.30680804015763524,0.02886125645740602
204,0.0014120554667038225,1.0781753650230431e-05,3.442443746178858e-05,0.9985427383421841,0.009496519753883397,9.03594018375759e-05,0.0002923315708012892,0.9901207892734778,0.32510170790974113,0.24569720081272992,0.24565500367303933,0.18354608760448973,0.335666740479334,0.3161262009902249,0.32026599105269565,0.027941067477745524
205,0.00133213124216273,1.1016101769017627e-05,3.5715059091566383e-05,0.9986211375969768,0.008963009211854568,9.236469312222652e-05,0.00030342708900995885,0.9906411990060132,0.30615786303660064,0.2569128454386343,0.2568728160081483,0.18005647551661677,0.3132985986020981,0.32761975175623376,0.3319153440681422,0.02716630557352591
206,0.001260970676195146,1.1216186100902052e-05,3.68588229670982e-05,0.9986909543147369,0.00848759717484746,9.407976031245704e-05,0.0003132689731838582,0.9911050540916562,0.28927639382811543,0.26685802640451406,0.26682021236004216,0.1770453674073283,0.29373048017775005,0.3376661402235025,0.34209828308159534,0.026505096517152126
207,0.0011971693230977188,1.1389027720688708e-05,3.788008456958645e-05,0.998753561564612,0.00806102937224244,9.556366500919744e-05,0.0003220638738943183,0.991521343088854,0.274142647864056,0.27573620356937933,0.2757006025605363,0.17442054600602838,0.27646714785932625,0.3465229030620188,0.35107571819723893,0.025934230881416012
208,0.0011396162566788472,1.1539844888186371e-05,3.879795044715241e-05,0.9988100459479857,0.0076759757086828475,9.686037598355967e-05,0.0003299741269987053,0.9918971897883349,0.26050171259650573,0.2837098146374959,0.2836763923329088,0.17211208043308962,0.261123680108081,0.3543898365073516,0.3590500725174116,0.025436410867155628
209,0.001087418985173747,1.1672599435747217e-05,3.9627658695312635e-05,0.9988612807566951,0.007326540061694766,9.800332788585612e-05,0.0003371293631317861,0.9922383272472877,0.2481452194640451,0.29091005237869816,0.2908787543769282,0.17006597378032856,0.24739638083552484,0.361424326995026,0.3661808087906418,0.024998483378807425
210,0.001039850872076408,1.1790354016789198e-05,4.038153175663316e-05,0.9989079772421503,0.007007916544998829,9.90184057500186e-05,0.0003436345307414931,0.9925494305185096,0.23690138584861373,0.29744399517049697,0.2974147549398104,0.1682398640410788,0.23504242877463014,0.36775204291637614,0.37259525845746416,0.02461026985152959
211,0.0009963134834430208,1.1895514812940494e-05,4.1069658014282625e-05,0.9989507213437298,0.006716143046721717,9.992597517735817e-05,0.00034957564282381206,0.9928343553352772,0.2266274443933293,0.3033998804990639,0.3033726246991504,0.16660005040845655,0.223865351169357,0.37347454602303526,0.37839633116621496,0.024263771641392776
212,0.0009563089402481633,1.198999876142157e-05,4.170038489218994e-05,0.9989900006760982,0.0064479200275424165,0.000100742282886219,0.0003550239393522437,0.9930963137502191,0.21720384192885167,0.30885106016066544,0.30882571221773975,0.1651193856927432,0.21370446699786425,0.3786748108067026,0.3836681055534357,0.023952616641997444
213,0.000919419281538572,1.2075352143743058e-05,4.228068493794776e-05,0.9990262246813797,0.00620047510939422,0.00010148045110061405,0.0003600389810969404,0.9933380054584082,0.2085297548427046,0.3138590032609061,0.3138354857624861,0.16377575613390313,0.20442708967329623,0.3834212932746367,0.3884799508267566,0.023671666225310445
214,0.0008852908124994709,1.2152836541616177e-05,4.281643277269633e-05,0.9990597399181863,0.005971460259754433,0.00010215119914872822,0.00036467099277870456,0.9935617175483181,0.20051959177440912,0.3184756024923224,0.3184538387769184,0.1625509669563501,0.19592268301747437,0.38777097526309806,0.392889610709592,0.023416731009835587
215,0.000853622003009672,1.2223490566845927e-05,4.331261275154275e-05,0.999090841893672,0.005758872207453254,0.0001027633623074505,0.0003689626217565439,0.9937694018084827,0.19310024431993975,0.3227449663734077,0.32272488156926993,0.16142990773738258,0.188098422819187,0.3917716734877779,0.3969455426390711,0.023184361053963924
216,0.0008241541383030511,1.2288178210537352e-05,4.3773486801709006e-05,0.9991197841966848,0.0055609909061855,0.00010332429856128277,0.00037295036096016154,0.9939627344342931,0.18620890549082994,0.3267048222308883,0.326686343911883,0.1603999283663987,0.18087578440725113,0.39546381194254215,0.40068871336338846,0.02297169028681828
217,0.0007709573411656529,1.2402438064000431e-05,4.460348446598419e-05,0.9991720367363044,0.005203600333711393,0.00010431622800140309,0.00038013558014543455,0.9943119478581418,0.17380042082197833,0.3338214631921763,0.3338059921335732,0.15857212385227223,0.1679774267287595,0.4020551042266344,0.4073712515928944,0.02259621745171172
218,0.0007468653864339538,1.2453141743568804e-05,4.497853713618505e-05,0.9991957029346864,0.005041673764060547,0.00010475688167006161,0.00038338391033831547,0.994470185443931,0.16819511315788305,0.33703073596746846,0.33701667187223294,0.15775747900241557,0.1621949930579408,0.4050091194087828,0.4103662203338897,0.022429667199386605
219,0.0007242397331813933,1.2500179543219937e-05,4.533028898480011e-05,0.9992179297982906,0.004889562572917454,0.00010516594657526363,0.00038643130118398266,0.9946188401793232,0.16293942506749162,0.34003676958059786,0.3400240521884564,0.15699975316345413,0.1567977805040792,0.4077658359847082,0.4131611891006027,0.02227519441060998
220,0.0007029498286092952,1.2543934494171312e-05,4.566085663074882e-05,0.9992388453802657,0.004746396238098216,0.00010554670077292376,0.0003892959318033027,0.9947587611293256,0.15800170556572116,0.3428582713988529,0.34284684353210954,0.15629317950331648,0.15174850795821995,0.4103443983123816,0.41577556147019656,0.022131532259201857
221,0.000682880256280653,1.2584738102146418e-05,4.597210649816359e-05,0.9992585628991191,0.0046114047929863055,0.00010590198379441997,0.00039199384059497187,0.9948906993826243,0.1533540026453674,0.3455117224291488,0.3455015298992454,0.1556327450262385,0.14701455727367235,0.41276154982816393,0.41822630791106946,0.021997584987094233
222,0.0006639285849720191,1.262287850687888e-05,4.626569024496154e-05,0.9992771828462762,0.004483904585032908,0.00010623426579302627,0.0003945392273208158,0.9950153219218532,0.14897153990546522,0.3480116989135532,0.3480026904042264,0.15501407077675528,0.14256726605567885,0.41503199822303133,0.42052833581131543,0.02187239990997438
223,0.0006460036050671637,1.2658608217867214e-05,4.6543077646702386e-05,0.9992947947090682,0.004363286595236896,0.00010654571306252807,0.0003969447335847939,0.9951332229581157,0.1448322788163498,0.35037113867291547,0.3503632656092576,0.15443331690147707,0.138381345342002,0.41716871572028014,0.42269479375258895,0.021755145185128787
224,0.0006290237906920803,1.269214814852096e-05,4.6805577032400076e-05,0.999311478484127,0.004249006240712225,0.0001068382224108348,0.00039922161744799763,0.995244933919429,0.14091655225806443,0.35260156635756856,0.35259478276896,0.1538870986154069,0.1344343973839588,0.4191831880920266,0.4247373238472845,0.021645090676729976
225,0.0006129160650532416,1.2723693279832165e-05,4.7054359691388315e-05,0.9993273058819755,0.00414057518842737,0.00010711346915875391,0.00040137996178941335,0.9953509313806245,0.13720675416475267,0.35471328015972453,0.35470754254025694,0.15337242313526586,0.13070651372190736,0.42108562158102675,0.42666627142270896,0.021541593274357014
226,0.0005976147228043605,1.2753416134707318e-05,4.729047674043763e-05,0.9993423413843204,0.004037554203234322,0.00010737293670495588,0.0004034288185102852,0.9954516440415504,0.13368707708974908,0.3567155109258299,0.35671077809615065,0.15288663388827034,0.12717993859208984,0.4228851163801225,0.4284908608206091,0.021444084207178655
227,0.0005830605198202869,1.2781469917762495e-05,4.7514874212008264e-05,0.99935664313605,0.003939547104296752,0.00010761794323640196,0.0004053763375642774,0.9955474586149027,0.1303432886833722,0.3586165569265183,0.3586127898991561,0.15242736449095337,0.12383878551329137,0.4245898125860893,0.43021934330562817,0.021352058594991324
228,0.0005691998948109903,1.280799114665361e-05,4.7728405909892755e-05,0.9993702637081325,0.003846195594234006,0.00010784966412980598,0.0004072298769530671,0.9956387248646832,0.12716254058896487,0.36042389862006274,0.36042106046968175,0.1519925003212906,0.12066879750866218,0.42620701361007757,0.4318591221307411,0.02126506675051901
229,0.000555984301609616,1.2833101857978988e-05,4.793184441148396e-05,0.9993832507521209,0.0037571748213671868,0.00010806915074537332,0.00040899609690996395,0.9957257599309774,0.12413320448957386,0.3621442969882994,0.36214235272774997,0.15158014579437676,0.1176571433287708,0.42774329103946857,0.4334168588071983,0.0211827068245622
230,0.0005433696338312657,1.2856911482994538e-05,4.8125890553936914e-05,0.9993956475641318,0.0036721895541164066,0.00010827734641744705,0.0004106810411424885,0.9958088520583237,0.12124473085980843,0.3637838779676512,0.36378279443031236,0.15118859674222807,0.11479224351460009,0.42920457409950064,0.4348985637689686,0.021104618616930654
231,0.0005313157167767625,1.2879518651512852e-05,4.831118065992962e-05,0.9994074935839118,0.0035909708001609177,0.00010847510182761739,0.0004122901988042097,0.9958882638992074,0.11848752616906273,0.36534820311076455,0.36534794883961247,0.15081632188056013,0.11206362123603832,0.4305962259441016,0.43630967369088675,0.021030479128973302
232,0.0029145545095507594,3.657495412570406e-06,8.72470579497906e-06,0.9970730632892417,0.019438608693651143,3.0398209839594657e-05,7.34750575544906e-05,0.9804575180389548,0.6364891120408906,0.0462235615799348,0.04620473086510811,0.2710825955140665,0.8032414683589991,0.07269252778996307,0.07362710696393623,0.05043889688710169
233,0.0025909478157863535,5.738716081715927e-06,1.4540966410834802e-05,0.9973887725017211,0.017311156221065944,4.77807950446945e-05,0.00012267521549013164,0.9825183877683993,0.5822036462584087,0.08437596763774798,0.08434688375813224,0.24907350234571107,0.7009640248663387,0.12659332249096597,0.1282289243247453,0.044213728317950035
234,0.002344609502985733,7.090793682441931e-06,1.8846443421172954e-05,0.9976294532599106,0.01568662447029258,5.911872394509318e-05,0.0001592152021807746,0.9840950416035815,0.5346910452663562,0.11603584639689457,0.11600121508738441,0.23327189324936493,0.6216211000473408,0.16810716901056197,0.17028701150282877,0.039984719439268616
235,0.0021473842798923125,8.044323767896414e-06,2.2229127049786487e-05,0.99782234226929,0.014382804517270557,6.71420463346952e-05,0.00018799762596396908,0.9853620558104309,0.493487363749189,0.1425928709994901,0.1425554705092744,0.2213642947420464,0.5583570502426091,0.20105042906491113,0.20366481364010985,0.036927707052370015
236,0.0019842275332331355,8.755146790183822e-06,2.4988903327314106e-05,0.9979820284166493,0.013302058556924427,7.314119285493075e-05,0.00021152939597469378,0.9864132708542459,0.45771706851329325,0.1651284696206336,0.16509001113868113,0.21206445072739205,0.5067637561916141,0.22782512541209768,0.2307944623529714,0.03461665604331695
237,0.0018461293737099004,9.306609668451364e-06,2.7299604950215292e-05,0.9981172644116714,0.01238577440005245,7.780791103490502e-05,0.0002312669346484166,0.9873051507542642,0.4265152690165772,0.18446253603443832,0.18442409937837684,0.20459809557060765,0.46389632520919444,0.25001481684270044,0.25327957506639237,0.03280928288171279
238,0.0017272392968714183,9.747494438618397e-06,2.9271410295844312e-05,0.9982337417983942,0.011595811741137892,8.154791567412678e-05,0.00024813523701828723,0.9880745051061697,0.39913365840058557,0.20121675788239404,0.20117903201370402,0.19847055170331634,0.42771855752201154,0.268704606125971,0.27221910610385786,0.03135773024815954
239,0.0016235265002462014,1.0108346032176365e-05,3.097880806046069e-05,0.9983353863456611,0.01090584189727739,8.461573657168045e-05,0.0002627608560255761,0.9887467815101254,0.3749524503118381,0.2158666980874222,0.21583012205447827,0.19335072954626134,0.3967798397088923,0.284662509397823,0.28839093599565185,0.030166714897632927
240,0.0015320874463851714,1.0409317050203567e-05,3.2474639548043316e-05,0.9984250285970167,0.01029686506702766,8.717961114020492e-05,0.0002755890486373962,0.9893403662731947,0.3534657661739268,0.22878040921926657,0.2287452584418275,0.1890085661649792,0.3700196978093189,0.2984472228602633,0.30236097380394394,0.029172105526473854
241,0.001450757435117159,1.0664266426483309e-05,3.379779272596542e-05,0.9985047805057304,0.009754692413439259,8.935543730638155e-05,0.00028694803928551113,0.9898690041099688,0.33426186509612943,0.24024626896314435,0.24021270985654428,0.185279156084182,0.34664531983636093,0.310474820049021,0.31455068851937334,0.028329171595244867
242,0.001377878243089483,1.0883054242757083e-05,3.497772933592679e-05,0.998576260973332,0.009268437988453438,9.122580892485541e-05,0.0002970868762798653,0.9903432493263418,0.3170047657483174,0.2504929574683761,0.250461082950908,0.18204119383239853,0.32605231420869485,0.32106150664018956,0.3252804023143049,0.027605776836810765
243,0.001312151446241596,1.1072895006164111e-05,3.6037295471112964e-05,0.9986407383632812,0.008829565595447075,9.285125520910283e-05,0.00030619896127160467,0.9907713841880722,0.30141892337417886,0.25970389112875764,0.2596737442003117,0.17920344129675184,0.30777196751976965,0.3304518797378191,0.33479790775808393,0.026978244984327215
244,0.0012525418309793327,1.1239194385700008e-05,3.6994551234131446e-05,0.9986992244234008,0.008431260386920748,9.427719857186581e-05,0.00031443738460225416,0.9911600250299051,0.2872769612781376,0.26802774975933996,0.26799933943124593,0.17669594953127654,0.29143524120042896,0.338838111080302,0.3432978951665992,0.026428752552669788
245,0.0011982113690450474,1.1386084621019418e-05,3.78640021522009e-05,0.9987525385441817,0.008067998779758626,9.553841199619164e-05,0.0003219252581670007,0.9915145375500782,0.2743900131155234,0.27558624548449323,0.2755595576961309,0.17446418370385253,0.27674763669983043,0.3463732797600788,0.35093545572298435,0.02594362781710638
246,0.0011484728700293775,1.151678103357565e-05,3.8657461577190795e-05,0.9988013528873598,0.007735246206377456,9.666199051173694e-05,0.00032876296047907916,0.9918393288426316,0.2626001553002579,0.282479920390109,0.28245492557170643,0.1724649987379268,0.26347129151996157,0.35318083356414814,0.35783566418724805,0.02551221072864229
247,0.0011027564735591145,1.1633823789311978e-05,3.9384664118210885e-05,0.9988462250385334,0.0074292383322575335,9.766936851880118e-05,0.00033503329584158234,0.9921380590033821,0.25177447803936104,0.2887925263460779,0.288769184705306,0.17066381090925511,0.25141199454293345,0.35936142974930524,0.3641005077232547,0.025126067984506614
248,0.0010605849632894155,1.1739246881795706e-05,4.005371480677289e-05,0.998887622075022,0.007146819691794403,9.857773138464239e-05,0.0003408052762019586,0.9924137973006191,0.24180042235538818,0.2945943695072104,0.2945726347472794,0.16903257339012215,0.24040961445029801,0.36499796426014214,0.36981398004948424,0.02477844124007568
249,0.0010215552491115278,1.183469914461811e-05,4.067142542631796e-05,0.9989259386263176,0.006885322512873937,9.940102742011774e-05,0.00034613695609950613,0.9926691395036064,0.23258209401202637,0.29994489091879434,0.2999247128624613,0.16754830220671793,0.23033093945525407,0.37015932524307255,0.37504588355188956,0.02446385174978373
250,0.0009853241378407023,1.192153002369531e-05,4.124356312385526e-05,0.9989615107690117,0.00664247349058851,0.00010015068591966793,0.00035107753017194534,0.9929062982933199,0.224037334787529,0.30489468030167993,0.304876006747329,0.16619197816346207,0.22106424908585953,0.3749032334866534,0.3798547066016092,0.02417781082587792
251,0.0009515974723355079,1.2000856413898853e-05,4.177505186953094e-05,0.998994626619381,0.006416322578087746,0.00010083617724054773,0.00035566903490917096,0.9931271722097624,0.2160953764111767,0.3094870568178477,0.30946983484582796,0.1649477319251476,0.2125151477277449,0.3792784179235085,0.38428982736506184,0.023916606983684734
252,0.0008906760022380167,1.2140574146797419e-05,4.2732425836218545e-05,0.9990544509977789,0.00600760271669296,0.0001020450406207149,0.00036394449117599435,0.9935264077515104,0.20178277882031567,0.31774378892430155,0.3177293127871414,0.16274411946824133,0.19726005264876736,0.38708232364072653,0.3922008027388961,0.023456820971609876
253,0.0008630689766350254,1.2202412642667783e-05,4.3165143010495506e-05,0.9990815634677117,0.0058222962414387295,0.00010258071535787544,0.00036768687334915725,0.9937074361698542,0.19531228841602122,0.32146854558068844,0.32145536579445533,0.16176380020883496,0.19042611300422246,0.39057697973860755,0.39574347433294016,0.023253432924229774
254,0.0008371320877984469,1.2259691378714278e-05,4.357104736132354e-05,0.9991070371734614,0.005648147909563725,0.00010307725226384149,0.0003711985067204179,0.9938775763314519,0.1892426283866833,0.3249581612373163,0.3249462287287409,0.16085298164725945,0.18405026076275136,0.39383665823835345,0.399047978784804,0.023065102214091117
255,0.0008127171419347414,1.2312895967199418e-05,4.395257418421628e-05,0.999131017387914,0.005484172048626855,0.00010353878976478726,0.0003745002527848647,0.9940377889088234,0.18353780771048742,0.3282342011505983,0.32822346857366974,0.1600045225652445,0.17808790027413138,0.39688430814755493,0.4021375733057226,0.022890218272591155
256,0.0007896931206183912,1.236244544689334e-05,4.43118701207563e-05,0.999153632563814,0.0053294967445051454,0.0001039689021372824,0.0003776105108379054,0.9941889238425197,0.17816600040405126,0.3313156748615747,0.3313060966982527,0.1592122280361213,0.1725000451565174,0.39973998232408464,0.4050325804254792,0.02272739209391881
257,0.0007679437387567753,1.2408703314868298e-05,4.465083505436396e-05,0.999174996722874,0.005183347729871434,0.00010437069257383714,0.00038054557396291743,0.9943317360035919,0.17309896301827754,0.3342194033120885,0.3342109359174469,0.15847069775218706,0.16725246301430788,0.4024212805868891,0.40775083694978703,0.02257541944901606
258,0.0007473654074756837,1.245198624854594e-05,4.497115631221493e-05,0.9991952114499635,0.0050450349340657235,0.0001047468668353287,0.0003833199198528136,0.9944668982792462,0.16831154681740745,0.3369603248846334,0.33695292649227204,0.15777520180568702,0.16231497206242088,0.4049437139139165,0.4103080629713323,0.022433251052330332
259,0.0007278655567176032,1.2492572204622941e-05,4.527434021606849e-05,0.9992143675308617,0.004913941403552356,0.00010509980163995603,0.0003859464792453612,0.9945950123155625,0.1637812864927024,0.33955175032332297,0.33954538102236387,0.15712158216161087,0.15766085897396304,0.4073210053913155,0.41271816680187545,0.022299968832846025
260,0.0007093611610874806,1.253070494582438e-05,4.556173215469809e-05,0.999232546401812,0.004789513551881414,0.00010543158304064823,0.00038843680689680673,0.9947166180581812,0.15948805363468999,0.3420055796977922,0.3420002013907924,0.15650616527672537,0.15326639450649945,0.40956534095994424,0.41499349904304045,0.02217476549051585
261,0.0006917775576189816,1.2566599962368175e-05,4.583454020228911e-05,0.9992498213022164,0.0046712533420797085,0.00010574405646860683,0.0003908012827354201,0.9948322013187162,0.15541376114830438,0.3443324833436714,0.3443280596909107,0.1559256958171135,0.14911042794587895,0.41168757871844197,0.4171450646670873,0.022056928668591762
262,0.0006750474059190817,1.2600448250413688e-05,4.6093851669506167e-05,0.999266258294161,0.004558711402963675,0.00010603885876128679,0.0003930492529795361,0.9949422004852955,0.15154211183550192,0.3465420568181411,0.3465385531734371,0.1553772781729198,0.14517404603681974,0.41369742511118174,0.41918270154677745,0.021945827305221096
263,0.0006591098063884564,1.2632419689836912e-05,4.634064788186476e-05,0.99928191712604,0.004451481189212169,0.00010631744679624931,0.0003951891561938543,0.9950470122077977,0.1478583829671604,0.34864295275249413,0.3486403360938713,0.1548583281864741,0.14144028464704972,0.4156035837323426,0.42111523123980155,0.021840900380806345
264,0.0006439095444392865,1.2662665882806714e-05,4.65758168642859e-05,0.9992968519728137,0.004349193973276444,0.00010658112157087541,0.0003972286315430684,0.9951469962736097,0.1443492411768157,0.3506429938782416,0.35064123273594483,0.1543665322089978,0.13789388391479016,0.41741388164786775,0.4229505869939457,0.021741647443396378
265,0.0006293964273911572,1.2691322759355615e-05,4.680016340135282e-05,0.9993111120864482,0.004251514447947344,0.0001068310503139219,0.0003991746047314645,0.9952424798970072,0.14100258192488505,0.35254926803301034,0.35254833241693945,0.15389981762516514,0.13452107929728582,0.4191353767234064,0.42469592250716776,0.02164762147214004
266,0.0006155247780070475,1.2718511558704113e-05,4.701442255530428e-05,0.999324742287879,0.004158137372344726,0.00010706827486535014,0.0004010334032921814,0.9953337609494977,0.1378073953331099,0.3543682221579132,0.35436808348439236,0.15345629902458452,0.13130942324235584,0.42077445151961984,0.42635770707544485,0.021558418162579352
267,0.0029637976989601773,3.3078740000492506e-06,7.821594042272426e-06,0.9970250728329976,0.019761685946338484,2.748499222938833e-05,6.585167963445449e-05,0.9801449773817976,0.6438558754947235,0.0408166843172814,0.040802401239390065,0.274525038948605,0.8184097738851063,0.06465335853239212,0.06548834497258736,0.05144852260991426
268,0.002664280485506004,5.298603448392616e-06,1.3240428301550042e-05,0.997317180482744,0.017793918004078084,4.409854721552558e-05,0.00011165799463751598,0.9820503254540688,0.595364609016694,0.07535257663522989,0.0753299920718247,0.25395282227625143,0.7244412320685668,0.11425875206960653,0.1157401967007196,0.045559819161107094
269,0.002431489349847275,6.635142572939658e-06,1.733921235407793e-05,0.9975445362952258,0.016260073967252316,5.5293187656430665e-05,0.00014641165820718368,0.983538221186884,0.5519948436748119,0.10464854560869116,0.10462115787856203,0.23873545283793488,0.6496308254324237,0.153474428087568,0.1554702418904003,0.041424504589608
270,0.0022423797805791504,7.598363313978805e-06,2.060697245592159e-05,0.997729414883651,0.015011156068201383,6.33864238352402e-05,0.00017418682806948126,0.9847512706798939,0.5136435494947004,0.12968690664118304,0.12965688975418233,0.22701265410993432,0.5887438965495683,0.18523878941184854,0.1876533524196204,0.038363961618962855
