tie_line,phase1_x_2-phenylethanol,phase1_x_camphor,phase1_x_eugenol,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_camphor,phase1_w_eugenol,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_camphor,phase2_x_eugenol,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_camphor,phase2_w_eugenol,phase2_w_water4C_aparicio2007
149,0.0017820135251649476,9.306774822102212e-06,3.6146213308073822e-06,0.9982050650786821,0.01196210113555764,7.785148545050682e-05,3.2613950661123845e-05,0.9879274334283307,0.427018371319662,0.17321170250674325,0.17323115663388655,0.22653876953970828,0.4697084420878075,0.23742708461859136,0.25612498141749074,0.036739491876110364
150,0.0015935373429675594,9.95168475813008e-06,4.12868963684019e-06,0.9983923822826374,0.010708374687841785,8.3335327649698e-05,3.729217207942527e-05,0.989170997812429,0.3858623599689413,0.19527928041763126,0.19529665800047108,0.22356170161295638,0.41729402908921776,0.2631704625865492,0.2838890847678398,0.03564642355639321
151,0.0014403899651087093,1.0429552373161711e-05,4.56385141870495e-06,0.9985446166310994,0.009687675041427903,8.741306899253078e-05,4.1258658335498614e-05,0.9901836532312441,0.35162790002698396,0.21321812483254507,0.21323352331567022,0.2219204518248008,0.37540406485726124,0.28366841806054516,0.30599565201286744,0.034931865069326114
152,0.0013136053077456957,1.0796914147346517e-05,4.936374282623764e-06,0.9986706614038244,0.008841332682655115,9.05573508722238e-05,4.4658594190592086e-05,0.9910234513722821,0.322791693242951,0.2280657108444131,0.22807932844630013,0.22106326746633576,0.341159830540755,0.30037705730926373,0.3240153568808603,0.03444775526912097
153,0.0012070003318766379,1.1087633897001073e-05,5.258429229795794e-06,0.9987766536049966,0.008128752791880656,9.305219615583603e-05,4.7601067113142775e-05,0.9917305939448503,0.2982156127061154,0.2405457064008854,0.2405577568242234,0.22068092406877596,0.3126434852687545,0.31425908346145487,0.33898657646300573,0.034110854806784816
154,0.0011161703020194282,1.1323157543269391e-05,5.5393105556224234e-06,0.9988669672298817,0.00752093441881227,9.507801625607435e-05,5.016966273599238e-05,0.9923338179021955,0.2770459013972485,0.25117570296694314,0.25118638512489444,0.22059201051091384,0.28852873148896596,0.3259764204851435,0.3516232319675253,0.033871616058365174
155,0.0010378941463675033,1.151768683161344e-05,5.786224849359585e-06,0.9989448019419516,0.0069966193191355825,9.675461105847415e-05,5.2429367338844044e-05,0.9928541967024671,0.25863523979664355,0.2603345153943902,0.260344004440437,0.22068624036852935,0.2678692980018868,0.3359991784643864,0.36243234617364617,0.03369917736008063
156,0.0009697640330952011,1.1680977381418971e-05,6.004833258236412e-06,0.9990125501562651,0.006539884072248028,9.81644829574664e-05,5.443134405323082e-05,0.9933075201007414,0.2424865197179857,0.2683051866826946,0.26831363325060986,0.22089466034870986,0.24997200228112837,0.34467045710184807,0.3717839501469142,0.03357359047010954
157,0.0009099456115806961,1.1819940778716124e-05,6.199634554206433e-06,0.9990720348130863,0.006138576500937703,9.936621828973347e-05,5.621632568580351e-05,0.9937058409550866,0.2282129688701949,0.27530314478277496,0.2753106771811419,0.2211732091658883,0.23431746463632236,0.35224653880030427,0.3799544384466295,0.03348155811674381
158,0.0008570180491676616,1.1939603646536784e-05,6.374242780229998e-06,0.9991246681044055,0.005783269522246575,0.00010040251632304854,5.78170852353208e-05,0.9940585108761951,0.2155098461031705,0.2814950833774832,0.2815018106018654,0.22149325991748092,0.22050885597077707,0.3589227251097318,0.387154436745724,0.03341398217376716
159,0.0008098644753486968,1.2043705400617244e-05,6.531589266951123e-06,0.9991715602299839,0.005466542879056711,0.00010130520437000798,5.926023991381887e-05,0.9943728916766594,0.20413418059689453,0.2870119048564481,0.28701791958101947,0.2218359949656379,0.20823776645969302,0.3648504627643291,0.3935472735256895,0.033364497250288346
160,0.000767595363380711,1.2135083108417687e-05,6.674074026262179e-06,0.9992135954794846,0.005182479734558015,0.00010209847331387972,6.0567607372272226e-05,0.9946548541847559,0.19389010595950543,0.291957777124732,0.2919631583713955,0.22218895854436707,0.19726087759616306,0.3701490036345703,0.39926155580830724,0.033328562960959394
161,0.000729493832073165,1.2215927017677987e-05,6.8036786030451885e-06,0.9992514865623061,0.004926306599154047,0.00010280103001344578,6.17572191430544e-05,0.9949091351516895,0.18461811270046316,0.2964165898008904,0.29642140521387467,0.2225438922847716,0.18738364917904304,0.3749135313056973,0.40439993379545497,0.03330288571980478
162,0.0006949759337568874,1.228795362490147e-05,6.9220523846779595e-06,0.9992858140602335,0.004694131467723667,0.00010342755778858309,6.284409743416688e-05,0.9951395968770534,0.17618707428490418,0.30045663570458736,0.300460943444752,0.22289534656575644,0.17844867806824052,0.3792209436601821,0.4090453373566446,0.03328504091493281
163,0.0006635613754707036,1.2352527572244358e-05,7.030577886174024e-06,0.9993170555190708,0.004482750463575969,0.0001039897467888908,6.384084371363871e-05,0.9953494189459214,0.1684882599117997,0.3041340595548619,0.3041379098629441,0.2232397706703944,0.17032723912833309,0.38313404437839466,0.4132654964805511,0.0332732200127211
164,0.0006348516028223468,1.2410746295398116e-05,7.130422391871666e-06,0.9993456072284904,0.004289502907550378,0.00010449701075583679,6.475810508993024e-05,0.9955412419766039,0.16143078614839615,0.30749543340358737,0.3074988698823113,0.22357491056570503,0.16291303765653806,0.3867046315463487,0.4171162722369847,0.03326605856012864
165,0.0006085132045260999,1.2463502299937391e-05,7.222577854868225e-06,0.9993718007153191,0.004112161439893047,0.00010495701508619331,6.560493512076529e-05,0.9957172766099,0.1549381246047207,0.31057970626529785,0.3105827669317515,0.22389940219822985,0.15611752702556597,0.3899758079843712,0.4206441483706881,0.03326251661937476
166,0.000584265173505463,1.2511529207454945e-05,7.30789136782028e-06,0.9993959154059193,0.003948847581617455,0.00010537606782261534,6.638906966991153e-05,0.99587938728089,0.14894539328273165,0.3134196986945767,0.3134224168459956,0.22421249117669606,0.14986635244274835,0.39298373309256157,0.42388812058195685,0.033261793882733176
167,0.0005618690554429622,1.2555434789725297e-05,7.3870919726648345e-06,0.9994181884177947,0.0037979663716124976,0.0001057594006231799,6.711716993234154e-05,0.9960291570578319,0.14339723357049064,0.316043257389206,0.316045662315007,0.2245138467252964,0.1440966167256939,0.39575896695870116,0.42688114607100985,0.033263270244595106
168,0.000541121201966453,1.2595727212990664e-05,7.460809075464296e-06,0.9994388222617451,0.0036581549172724583,0.00010611139217203516,6.779498949448717e-05,0.996167938701061,0.13824613410759992,0.31847416187908356,0.31847627945108076,0.22480342456223576,0.13875475505168988,0.3983275143282172,0.42965126939965775,0.03326646122043508
169,0.0005218466747595648,1.2632834856425184e-05,7.529589019149122e-06,0.9994579909013648,0.0035282418776774425,0.00010643573710000456,6.842752481685751e-05,0.9962968948604057,0.1334510941639422,0.3207328393093619,0.32073469247176023,0.22508137405493564,0.13379486578622035,0.40071164315076124,0.43222250524213957,0.03327098582087882
170,0.0005038943678828804,1.2667120509942053e-05,7.593908801833165e-06,0.9994758446028053,0.0034072150169202663,0.00010673556726950684,6.901913990380604e-05,0.9964170302759064,0.12897654932740665,0.32283693241436734,0.32283854159185427,0.2253479766663717,0.12917738714636226,0.4029305324214057,0.434615537038738,0.03327654339349412
171,0.00048713309857688315,1.2698894065639124e-05,7.654186179182924e-06,0.9994925138211783,0.0032941951820267532,0.00010701356010633593,6.957365817859574e-05,0.9965292175996883,0.12479150325020472,0.32480175841206593,0.32480314185230086,0.22560359648542846,0.12486803911075536,0.4050007901675371,0.4368482756109177,0.03328289511078997
172,0.00047144844061413417,1.2728422337881795e-05,7.710788145288454e-06,0.9995081123489027,0.0031884152095993756,0.00010727202253025233,7.009443966120861e-05,0.9966342183282092,0.12086881994568796,0.3266406803400341,0.3266418544019827,0.22584864531229537,0.12083697040624716,0.40693687058386674,0.4389363090131696,0.03328984999671662
173,0.00045674012838370945,1.2755934651660726e-05,7.764039577929274e-06,0.9995227398973866,0.0030892026223535434,0.00010751293905516319,7.058445967168281e-05,0.9967326999789197,0.11718464162900437,0.3283654052852965,0.3283663846820263,0.2260835684036727,0.11705806542501118,0.4087514116993001,0.44089326668206846,0.03329725619362032
174,0.00044291994718727247,1.2781630745480241e-05,7.814227919839462e-06,0.9995364841941474,0.002995965560015978,0.00010773803922980654,7.104635150342208e-05,0.9968252500492508,0.11371791084204101,0.32998623588122106,0.3299870338868629,0.22630881938987502,0.11350837769684355,0.4104555125716507,0.4427311183729883,0.033304991358517444
175,0.00042990997653944677,1.2805684932177542e-05,7.86160873055012e-06,0.9995494227297979,0.0029081810569605033,0.00010794883342974811,7.148245701871201e-05,0.9969123876525909,0.11044997206216216,0.3315122736133325,0.33151290223910546,0.22652485208539977,0.11016766322456283,0.4120589605120167,0.44446041920521073,0.033312957058209795
176,0.0004176411310321766,1.282824947213952e-05,7.906410371570528e-06,0.9995616242091241,0.0028253853005455196,0.00010814664190355499,7.189486936591666e-05,0.996994573188185,0.10736423917054878,0.33295158739135833,0.33295205753605134,0.2267321159020416,0.1070179939164266,0.4135704191135364,0.4460905124376772,0.03332107453235978
177,0.0004060519518324834,1.284945903628609e-05,7.94883670793971e-06,0.9995731497524233,0.0027471655596344206,0.00010833263291157996,7.228545765213692e-05,0.9970722163498019,0.10444591777406742,0.3343113582915115,0.3343116798710455,0.22693104406337564,0.10404343571006394,0.4149975855179583,0.4476296990706669,0.033329279701310846
178,0.000395087575884813,1.2869431771675808e-05,7.989071322015914e-06,0.9995840539210216,0.002673153295835772,0.00010850783216294354,7.265590536848387e-05,0.9971456829666328,0.10168176909162947,0.3355979949531517,0.33559817701195965,0.22712205894325915,0.10122977866607963,0.41634732094347815,0.4490853786105339,0.03333752177990835
179,0.0003846988827158547,1.288827287808664e-05,8.02727913273375e-06,0.9995943855652734,0.002603018460297946,0.00010867315334696792,7.300772520886322e-05,0.9972153006611463,0.09905991200442502,0.336817237224045,0.3368172880317146,0.22730556273981536,0.09856431001584211,0.4176257616620237,0.45046416875168066,0.0333457595704535
180,0.002835449073376689,4.129951135575244e-06,1.1157083369889914e-06,0.9971593052671508,0.01892051976683309,3.434213948773029e-05,1.0007048815678854e-05,0.9810351310448634,0.6272212549411278,0.05329883420394793,0.05331221247078292,0.2661676983841413,0.7796004587254335,0.08255440509661761,0.08906809299489407,0.04877704318305481
181,0.0024550643246450073,6.3642398449115795e-06,1.953707953501077e-06,0.9975366177275566,0.01641741903804822,5.303465760558189e-05,1.7560860017544757e-05,0.9835119854443286,0.562468358558779,0.09530021531823507,0.09531724687096575,0.24691417925202017,0.6650519096390608,0.1404179258397347,0.15148619839210786,0.04304396612909667
182,0.0021656521483819522,7.767334188143826e-06,2.636652879303803e-06,0.9978239438645505,0.014505777970395328,6.483291362678345e-05,2.3738288938018025e-05,0.9854056508270398,0.5068210823925484,0.128503664394508,0.12852095486529547,0.23615429834764812,0.5795391451085455,0.18311117068129745,0.1975359639488929,0.039813720261264084
183,0.0019364482763801476,8.726448510612031e-06,3.210263622513794e-06,0.9980516150114866,0.012987392622042022,7.293312502351266e-05,2.8940157807304568e-05,0.9869107340951272,0.45984385341884404,0.15516439585993977,0.15518070915029555,0.22981104157092067,0.5134078966941061,0.21588151471571843,0.23288097965974375,0.03782960893043175
184,0.0017501768149653268,9.42052892945782e-06,3.699790278866127e-06,0.9982367028658263,0.011750514284807891,7.88172829344268e-05,3.338844430953445e-05,0.9881372799879481,0.42014697953728947,0.17694002744181866,0.17695495901683805,0.22595803400405381,0.4607844660468196,0.24182093589371179,0.26085757379548785,0.036537024263980714
185,0.0015958469653848866,9.94427677574264e-06,4.122205844862213e-06,0.9983900865519945,0.010723754314053934,8.327220029646024e-05,3.723311887517987e-05,0.9891557403667743,0.38637329375446317,0.19501127827762313,0.19502475976718026,0.2235906682007335,0.4179298524563009,0.26286165977254655,0.28355034090116604,0.035658146869986494
186,0.0014659783554772806,1.0352486201619013e-05,4.4899869900778e-06,0.998519179171331,0.00985834066013025,8.675452710656412e-05,4.058499291796928e-05,0.9900143198198451,0.3573943474980156,0.21022333952281316,0.21023543717490212,0.22214687580426914,0.3823613323461825,0.2802711793111737,0.30232658458109996,0.035040903761543916
187,0.0013552600357328221,1.0678977578040068e-05,4.812699497432792e-06,0.9986292482871918,0.009119530628502402,8.954694053975593e-05,4.352940476134506e-05,0.9907473930261964,0.33231338020324686,0.22319034940297441,0.2232011781316456,0.22129509226213312,0.3523690864284978,0.2949148272784367,0.3181197143761945,0.03459637191687094
188,0.0012598064865668888,1.0945694998916173e-05,5.097847311155084e-06,0.9987241499711231,0.008481833192533615,9.183335538594134e-05,4.613354619717953e-05,0.9913801999058832,0.3104260198717684,0.23436640286515187,0.2343760889946805,0.22083148826839924,0.32673835791760597,0.30740334091155264,0.3315884824609505,0.03426981870989083
189,0.0011767077619388503,1.1167458769885321e-05,5.351404675048061e-06,0.9988067733746162,0.007926110213730091,9.373829930134077e-05,4.845107431728451e-05,0.9919317004126513,0.2911785225298537,0.24409313016445344,0.24410179561768575,0.22062655168800718,0.30458284768831106,0.3181800052947697,0.34321100705483454,0.034026139962084714
190,0.001103742087269507,1.1354616313862553e-05,5.57818160605499e-06,0.9988793251148106,0.007437718078170711,9.53489239773602e-05,5.052529845048808e-05,0.9924164076994014,0.2741329170920091,0.25263178346278514,0.2526395396376418,0.220595759807564,0.28524093074809315,0.3275743355107546,0.35334268707975874,0.03384204666139364
191,0.0010391848819052123,1.1514598220481234e-05,5.78208747586719e-06,0.9989435184323985,0.0070052688124594,9.672795299876729e-05,5.239149261968706e-05,0.9928456117419221,0.25893996143177794,0.2601851819507521,0.2601921279918294,0.22068272862564062,0.2682087973268264,0.33583636617989077,0.3622531924649595,0.03370164402832328
192,0.0009816779934738876,1.1652868203766985e-05,5.966327676090646e-06,0.9990007028106462,0.006619779293365278,9.792160258798861e-05,5.407863050541405e-05,0.9932282204735413,0.24531868322898118,0.26691296853602864,0.26691919154632743,0.22084915668866284,0.2530960904016094,0.343159250395617,0.37015084165782464,0.033593817544948855
193,0.0009301380621042397,1.177353116040891e-05,6.133550410385738e-06,0.999051954856325,0.006274073481834262,9.896466189557655e-05,5.561068595486e-05,0.9935713511703153,0.23304100005707887,0.2729423874890234,0.2729479635409187,0.22106864891297917,0.2395956932147706,0.34969456407957505,0.37719910973830295,0.033510632967351454
194,0.000883690844220264,1.1879725122029061e-05,6.285960039974338e-06,0.9990981434706178,0.005962352971626485,9.98837738221739e-05,5.7007641245243114e-05,0.993880755613306,0.22192014848787825,0.27837602875845446,0.2783810241536547,0.22132279860001258,0.22746267562835498,0.35556292272599105,0.3835280798079016,0.0334463218377524
195,0.0008416235052884243,1.1973889961581845e-05,6.4254039108920506e-06,0.999139977200839,0.005679884398151587,0.00010069968836487804,5.8286261781264916e-05,0.9941611296517022,0.21180192489257968,0.2832974723492761,0.28330194488909904,0.22159865786904512,0.21649931829631772,0.3608615028466054,0.3892425555239727,0.033396623333104156
196,0.0008033492741545858,1.2057949463295037e-05,6.553440464213857e-06,0.999178039335918,0.005422767399276799,0.00010142879209051006,5.946070552260507e-05,0.9944163431031102,0.20255800904131646,0.28777546438394136,0.28777946454014486,0.22188706203459732,0.20654426382843477,0.3656694725270894,0.39442791829308493,0.03335834535139085
197,0.0007683809403983317,1.2133440066792665e-05,6.67139220817468e-06,0.9992128142273267,0.005187760335977979,0.00010208419143229274,6.054299799909255e-05,0.9946496124745906,0.19408083186484656,0.2918670465912501,0.29187061854238716,0.22218150300151623,0.19746452694066782,0.3700519788858372,0.3991544279187688,0.03332906625472627
198,0.0007363107679644794,1.2201603732113262e-05,6.780388561174306e-06,0.9992447072397422,0.004972148010441265,0.00010267649528311883,6.154341733229118e-05,0.9948636320769433,0.18627959700536423,0.29561993092217853,0.29562311345041825,0.22247735862203902,0.18914952202858845,0.3740631209153757,0.40348042889360164,0.033306928162434295
199,0.00070679498522712,1.226345414345755e-05,6.88139851606976e-06,0.9992740601621134,0.004773639372216303,0.0001032143738240303,6.247078820615845e-05,0.9950606754657535,0.17907717069503962,0.29907432204456047,0.29907714930241364,0.22277135795798633,0.1815065381490134,0.37774819662620884,0.40745477397792507,0.03329049124685265
200,0.0006795418115564941,1.2319827078348355e-05,6.975258128502416e-06,0.9993011631032366,0.004590288458238832,0.0001037049842082878,6.333272969322892e-05,0.9952426738278597,0.17240763024993372,0.30226433095432703,0.3022668331160998,0.22306120567963938,0.17445726810459852,0.3811454231133871,0.41111867930021934,0.03327862948179501
201,0.0006543020349027624,1.2371417531595169e-05,7.062692145633389e-06,0.9993262638554201,0.004420432102043603,0.00010415428477973494,6.413585049605559e-05,0.9954112777626806,0.16621431640930717,0.3052190822966767,0.3052212861103174,0.22334531518369877,0.16793511597698155,0.38428726834257815,0.4145071606837843,0.03327045499665599
202,0.0006308615622969559,1.2418808074210719e-05,7.144331694264199e-06,0.9993495752979344,0.004262640634765929,0.00010456727540157687,6.488590881128088e-05,0.9955679061810212,0.1604482742173291,0.30796358982510236,0.30796551907938435,0.2236226168781843,0.16188308678827304,0.38720149323285025,0.41765015752239876,0.03326526245647791
203,0.0006090354746228184,1.2462490862295936e-05,7.220728565234087e-06,0.9993712813059497,0.0041156785030212585,0.00010494818418783363,6.558794156391372e-05,0.9957137853712269,0.15506699595950874,0.31051945462107305,0.3105211305415135,0.22389241887790473,0.15625211659592622,0.38991197501703295,0.4205734207617103,0.033262487625330454
204,0.0005886632393970455,1.2502883720743913e-05,7.292367714325312e-06,0.9993915415091679,0.003978472528806572,0.00010530060419981069,6.624637763953439e-05,0.9958499804893541,0.15003339998792325,0.3129054250464675,0.3129068666307997,0.22415430833480954,0.1509997393020637,0.39243936337940066,0.42329922052977415,0.03326167678876144
205,0.0005696048405983927,1.254034444466362e-05,7.359676378365208e-06,0.9994104951385786,0.003850086229287533,0.00010562761498340248,6.68651205023246e-05,0.9959774210352267,0.14531499728523764,0.3151378521481534,0.31513907645223904,0.22440807411437005,0.14608901376451724,0.39480160824346544,0.42584691534456826,0.03326246264744904
206,0.0005517376131777711,1.2575180800838694e-05,7.42303260624038e-06,0.9994282641734151,0.0037296987956100935,0.00010593186776822174,6.744762559163177e-05,0.99609692171103,0.14088320539034396,0.3172310594234917,0.3172320818048247,0.22465365338133952,0.14148765356054746,0.39701438700333713,0.4282334128711742,0.0332645465649413
207,0.0005349536465383375,1.2607659004308683e-05,7.4827720485266554e-06,0.9994449559224088,0.003616587838054361,0.00010621565769976069,6.799696196135919e-05,0.9962091995422845,0.13671278129368541,0.31919764686375346,0.31919848118973737,0.2248910906528238,0.13716731624283982,0.39909145319210687,0.43047354595063614,0.033267684614417155
208,0.0005191576378382547,1.2638010377550957e-05,7.539193762914375e-06,0.9994606651580213,0.0035101151108010613,0.00010648098065818744,6.851586502094735e-05,0.9963148880435199,0.1327813497055712,0.3210487417625274,0.32104940058910086,0.22512050794280064,0.1331030189479256,0.4010449228106971,0.4325803813968263,0.03327167684455107
209,0.0005042651134325066,1.2666437556547503e-05,7.592564543056468e-06,0.999475475884468,0.003409714677856713,0.00010672958616540663,6.900677588535166e-05,0.9964145489600924,0.12906900930454934,0.32279420853123353,0.32279470325672605,0.22534207890749106,0.12927265500765545,0.40288551126113303,0.43456547552168345,0.03327635820952816
210,0.0004902009278374095,1.2693117183281242e-05,7.643124298190321e-06,0.9994894628306811,0.0033148829184438395,0.00010696300061879419,6.947189030117646e-05,0.9965086821906362,0.1255580001419953,0.3244428195683324,0.32444316056584716,0.2255560197238252,0.1256565914429533,0.4046227295267472,0.4364390857084464,0.03328159332185312
211,0.00047689802715639916,1.2718205961671931e-05,7.691087829811034e-06,0.9995026926790521,0.003225170290688388,0.00010718257877881786,6.991317483009136e-05,0.9965977339557027,0.12223242575604487,0.3260024057624158,0.32600260249493784,0.22576256598660152,0.12223733259509786,0.40626504948644243,0.4382103486983849,0.03328726922007479
212,0.00046429638247861123,1.2741841930095501e-05,7.736649094531412e-06,0.9995152251264967,0.0031401742219351225,0.00010738951490862186,7.033240564565779e-05,0.9966821038575105,0.11907801473507085,0.32747997652068767,0.3274800376406863,0.22596197110355515,0.11899923682343855,0.4078200415609978,0.4398874290370464,0.03329329257851719
213,0.002901768776853793,3.6886389619072908e-06,9.752862388007537e-07,0.9970935672979454,0.019355842533655257,3.066102360808161e-05,8.74430912272159e-06,0.980604752133614,0.6372875843537401,0.046278223609560874,0.046288322109002314,0.2701458699276968,0.7996030414704515,0.07235805481147801,0.07806467337589566,0.049974230342174845
214,0.002554445004105711,5.826565470733299e-06,1.7287683866595748e-06,0.997437999662037,0.017072419079508117,4.852687893825046e-05,1.553028575764567e-05,0.9828635237557959,0.5804227339042713,0.08409896203993049,0.08411244389359693,0.25136586016220125,0.6948320395471068,0.12545768822578177,0.13534424755060304,0.04436602467650851
215,0.0022829998526209495,7.226224742602656e-06,2.354431602822265e-06,0.9977074194910337,0.015281640772751967,6.02763284557312e-05,2.1183333826088775e-05,0.9846368995649661,0.5299349467864003,0.11495975883281809,0.11497393256763719,0.24013136181314437,0.6139633798295119,0.16597282089288196,0.17904550523969992,0.04101829403790629
216,0.0020632604533770927,8.211185553489576e-06,2.8890888828851004e-06,0.9979256392721865,0.013827959302337198,6.857741778791829e-05,2.6026098579245716e-05,0.9860774371812956,0.4861140035024848,0.1403897261836449,0.1404034597387828,0.23309281057508757,0.5498097645401152,0.19787041603823252,0.21345004705444587,0.038869772367206436
217,0.0018813244316396168,8.939437626193549e-06,3.3528459110280144e-06,0.998106383284823,0.012621631456281738,7.473658015933584e-05,3.0234968668978477e-05,0.9872733969948899,0.44822674568012555,0.16160389640342002,0.16161672957779188,0.2285526283386626,0.49772971065158184,0.2236242254531911,0.24122718078204472,0.0374188831131823
218,0.0017281629227381306,9.498034013925199e-06,3.759061531916877e-06,0.998258579981716,0.011604165242794128,7.947566401941834e-05,3.3927572306164945e-05,0.9882824315208804,0.4153758975912678,0.17951865629171232,0.17953043351554226,0.2255750126014777,0.45463069205930967,0.24484896411299553,0.2641190138739219,0.03640132995377304
219,0.0015974971404560455,9.93897828458762e-06,4.117575913353148e-06,0.998388446305346,0.01073474247602072,8.322705088974663e-05,3.7190951050601426e-05,0.9891448395220389,0.3867382410248799,0.19481979584523496,0.19483050180635467,0.22361146132353057,0.4183842137637409,0.26264097335155856,0.2833082685045223,0.03566654438017836
220,0.0014847714212026617,1.029521664010386e-05,4.436025877147568e-06,0.99850049733628,0.00998365222791429,8.626538358753081e-05,4.009295294389529e-05,0.9898899894355542,0.3616177608594101,0.20802377286768467,0.2080334552977242,0.22232501097518104,0.3874813351282342,0.27776992842584747,0.29962520625832506,0.03512353018759322
221,0.0013865826467100875,1.0588591153249849e-05,4.720507517697443e-06,0.9985981082546189,0.009328637008655723,8.877319214137757e-05,4.26879457580996e-05,0.9905399018534448,0.33944271384759034,0.21952388482675286,0.2195326172155557,0.221500784110101,0.3608241144762563,0.2907917402191732,0.3136694679140758,0.03471467739049489
222,0.0013003321366158909,1.0834122431354775e-05,4.975967689763206e-06,0.998683857773263,0.008752657914839484,9.087629684443882e-05,4.502019166088038e-05,0.9911114455966551,0.3197477143667189,0.22962342848856915,0.22963129193248047,0.22099756521223163,0.33759527153824287,0.3021178092398559,0.32588479992209746,0.03440211929980379
223,0.001224000184691199,1.1042457739413876e-05,5.206466620612746e-06,0.9987597508909487,0.008242442919481226,9.266408337342975e-05,4.712611970423397e-05,0.9916177668774411,0.3021541765243707,0.2385592758275347,0.238566350328176,0.22072019731991865,0.3171742057159621,0.3120590560016605,0.3366065593246194,0.03416017895775792
224,0.0011559935583357434,1.122134062641758e-05,5.415365866668331e-06,0.9988273697351713,0.007787501988978442,9.420169680361591e-05,4.9035960727579076e-05,0.9920692603534904,0.28635306575334885,0.24651868292970644,0.24652504345225484,0.2206032078646898,0.2990813415611824,0.32085480317444637,0.3460928726957476,0.03397098256862367
225,0.0010950391464358972,1.1376529511623744e-05,5.6054687677849385e-06,0.9988879788552847,0.007379438258590242,9.553767752257848e-05,5.077497571546071e-05,0.9924742490881717,0.2720907682380504,0.25365138210878235,0.25365709705266265,0.22060075260050482,0.2829403021064241,0.328692248607324,0.35454564298692004,0.03382180629933191
226,0.0010401079613739565,1.1512388300211144e-05,5.779129325348386e-06,0.9989426005210005,0.0070114544861890225,9.67088794821887e-05,5.236441312482523e-05,0.9928394722212038,0.2591578595468119,0.2600783824858851,0.2600835133619458,0.22068024460535715,0.2684516097368357,0.33571991692235637,0.3621250599707132,0.03370341337009482
227,0.0009903597640527255,1.1632282285127852e-05,5.938335339702891e-06,0.9989920696183224,0.006677992555032165,9.77437729637428e-05,5.3822242703021296e-05,0.993170441429301,0.24738027357196138,0.26589844475009683,0.26590304644627694,0.2208182352316649,0.25537402421332983,0.34205715182518637,0.36895983936770804,0.03360898459377584
228,0.0009451020493666739,1.1738845411632291e-05,6.084775302323357e-06,0.9990370743299194,0.0063744658720315955,9.86646778484448e-05,5.5163748457806644e-05,0.9934717057016622,0.23661238897448414,0.27119290937792834,0.2711970306824701,0.22099767096511758,0.24351105656605093,0.34780094540320017,0.37515458921645295,0.033533408814295965
229,0.0009037592184539009,1.1834167176465329e-05,6.219891157319578e-06,0.9990781867232124,0.006097057824137757,9.94893279228831e-05,5.640199781509462e-05,0.9937470508501244,0.22673160394829892,0.2760293348660486,0.27603301908087907,0.22120604210477346,0.23270106020136913,0.35303093578626693,0.38079520043025866,0.033472803582105366
230,0.0008309649426185141,1.1997481940978662e-05,6.460930982087303e-06,0.9991505766444584,0.0056082940502798495,0.0001009042369552909,5.861210310127373e-05,0.9942321896096635,0.20923127941217912,0.2845453938214879,0.2845483148695848,0.2216750118967481,0.21372506884129386,0.3622026621298907,0.39068703710608094,0.03338523192273451
231,0.0007987612446652625,1.206795386692062e-05,6.568847506136294e-06,0.9991826019539617,0.005391938584914078,0.00010151560715728165,5.9602058654042306e-05,0.9944469437492747,0.20144743429804812,0.28831316927406386,0.28831575619731287,0.22192364023057518,0.20535200329968495,0.3662460141241607,0.39504785594637526,0.033354126629779136
232,0.0007689427836196526,1.2132264566806763e-05,6.669474658600751e-06,0.999212255477155,0.00519153698321125,0.00010207397377306923,6.0525401928328694e-05,0.9946458636410874,0.19421722823696866,0.29180215561852846,0.2918044355103431,0.22217618063415986,0.19761017973403563,0.3699825833808599,0.3990778088973964,0.033329427987707994
233,0.0007412558718825213,1.2191185290110773e-05,6.763515972357957e-06,0.999239789426855,0.005005399798658211,0.00010258592541027305,6.138853563882456e-05,0.9948306257402927,0.1874841386524584,0.2950420377608416,0.2950440348336226,0.22242978875307756,0.19043081984089621,0.3734460133009847,0.4028131803462509,0.03330998651186807
234,0.0007154813145863521,1.2245364065949302e-05,6.8515884867643826e-06,0.9992654217328609,0.004832066304509443,0.0001030570041960775,6.219707888535967e-05,0.9950026796124092,0.181199010910542,0.2980584520814721,0.2980601880245469,0.222682348983439,0.18375478486174615,0.3766652010944625,0.4062851358829006,0.03329487816089071
235,0.0006914287848550086,1.2295348968058404e-05,6.934235937679801e-06,0.9992893416302393,0.0046702673568555135,0.00010349190239415932,6.29559860779217e-05,0.9951632847546723,0.17531890792936558,0.3008736498600089,0.30087514415005323,0.2229322980605723,0.17753094436719838,0.3796651061497886,0.40952059414467384,0.03328335533833928
236,0.0006689322599141084,1.2341607868672316e-05,7.011938372963699e-06,0.9993117141938442,0.004518895231899216,0.00010389462947573288,6.366963366079711e-05,0.9953135405049643,0.16980616706596496,0.303507036375439,0.30350830654605065,0.2231784900125454,0.1717148654596867,0.38246739887897385,0.4125429266072148,0.0332748090541246
