tie_line,phase1_x_2-phenylethanol,phase1_x_camphor,phase1_x_eugenol,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_camphor,phase1_w_eugenol,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_camphor,phase2_x_eugenol,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_camphor,phase2_w_eugenol,phase2_w_water4C_aparicio2007
23,0.00012223799943500253,1.3339403510535571e-05,9.020202830145093e-06,0.9998554023942243,0.0008283533882472059,0.00011264633147111997,8.216178226273502e-05,0.9989768384980189,0.031895632419529245,0.3676778306555828,0.36768055438047886,0.23274598254440915,0.03131297386476646,0.44981275455573616,0.48518558392487976,0.033688687654617626
24,0.00011732925930338806,1.3347428087233064e-05,9.03927158077696e-06,0.9998602840410287,0.00079511138501261,0.00011271726854663343,8.2337790095642e-05,0.9990098335563451,0.03062236628073008,0.36825651694650197,0.36825895158161953,0.23286216519114838,0.03005581366500782,0.45041350863593166,0.4858331936675901,0.03369748403147043
25,0.00011279955125628101,1.3354820395784411e-05,9.056884175982974e-06,0.999864788744172,0.0007644345280228435,0.00011278262491773154,8.250036418453614e-05,0.9990402824828748,0.02944685530014979,0.3687905654758678,0.3687927346142212,0.23296984460976108,0.028895716689104164,0.4509678419600049,0.48643076389646217,0.03370567745442876
26,0.00010860660549939133,1.3361652366808614e-05,9.07320126554495e-06,0.9998689585408682,0.0007360369293935857,0.00011284303455043786,8.265098587156985e-05,0.9990684690501844,0.028358257866904716,0.369284949504498,0.3692868739760342,0.23306991865256302,0.027821858167998828,0.4514809355713007,0.4869838793561244,0.033713326904576055
27,0.00010471421239352971,1.3367985431006642e-05,9.08836071939832e-06,0.9998728294414562,0.000709673663936223,0.00011289903899239748,8.279092654663256e-05,0.9990946363705246,0.02734727841625629,0.36974392992345684,0.36974562820882434,0.23316316345146246,0.02682496544888764,0.451957227058523,0.48749732343295427,0.03372048405963505
28,0.00010109117363035494,1.3373872278199914e-05,9.102481490910172e-06,0.9998764324726006,0.0006851336838934861,0.0001129511028671986,8.292128324108293e-05,0.9991189939299983,0.02640590132612871,0.37017117838272606,0.3701726669525902,0.23325025333855506,0.02589704940159172,0.4524005393029871,0.48797521692556484,0.03372719436985641
29,9.771046475310267e-05,1.337935846455794e-05,9.11566686012526e-06,0.9998797945099223,0.0006622341606196739,0.00011299962795939734,8.304300849620877e-05,0.9991417232029246,0.02552717792960179,0.37056987549094467,0.37057116908635385,0.23333177749309972,0.02503118973858355,0.45281418332086426,0.48842112889431716,0.03373349804623505
30,9.454855990444134e-05,1.3384483778795225e-05,9.128006573538507e-06,0.9998829389497431,0.0006408159217276694,0.00011304496516680308,8.315693011998737e-05,0.9991629821829855,0.024705054819453794,0.3709427919383594,0.37094390380418235,0.23340824943800437,0.024221362051416784,0.4532010414655499,0.48883816634287963,0.03373943014015372
31,9.158488193382048e-05,1.3389282392248364e-05,9.139579623119629e-06,0.9998858862560508,0.0006207397348428992,0.00011308741610566214,8.326377672077126e-05,0.9991829090723308,0.023934233926466084,0.37129234896265767,0.37129329104257264,0.2334801260683036,0.023462297336904307,0.4535636340102281,0.48922904598464007,0.03374502266822752
32,8.880135695076488e-05,1.3393784834414216e-05,9.150455342675812e-06,0.9998886544028722,0.0006018832969355477,0.00011312725006952266,8.336418787195248e-05,0.999201625265123,0.02321005849532646,0.3716206750327492,0.3716214581340324,0.23354780833789188,0.0227493672150689,0.453904174856029,0.4895961542906978,0.033750303638204214
33,8.618204198596624e-05,1.3398017470939374e-05,9.160694751715585e-06,0.9998912592457914,0.0005841387174262425,0.00011316469985122515,8.345872650498044e-05,0.9992192378562175,0.022528418821114574,0.3719296477117571,0.3719302816445786,0.23361165182254964,0.02207848942159883,0.4542246165245668,0.4899415959860473,0.0337552980677871
34,8.371282269499981e-05,1.3402004000899406e-05,9.170352202166275e-06,0.999893714821102,0.0005674104746278576,0.00011319997457467617,8.354789403242796e-05,0.999235841656765,0.02188567418239776,0.3722209291091431,0.3722214228052864,0.23367197390317282,0.02144604955796406,0.45452668754784514,0.4902672343519223,0.033760028542268575
35,8.138115663677657e-05,1.3405765245873289e-05,9.179475907567938e-06,0.9998960336022098,0.0005516136800575338,0.0001132332580734273,8.363213527450022e-05,0.9992515209265944,0.021278587834475636,0.3724959964908959,0.37249635810533005,0.23372905756929852,0.020848835931477974,0.4548119237947572,0.4905747249925735,0.033764515281191315
36,7.917586100498415e-05,1.3409319754449013e-05,9.188108905961673e-06,0.9998982267103347,0.0005366726431972355,0.00011326471412789386,8.371184731802172e-05,0.9992663507953569,0.020704272476686197,0.3727561670754391,0.3727564040736611,0.23378315637421354,0.020283984983942398,0.4550816945520608,0.4908655439479806,0.03376877651601616
37,7.708693339535866e-05,1.3412684150867209e-05,9.19628976774862e-06,0.999900304092686,0.0005225196595172178,0.0001132944895215709,8.378738603928043e-05,0.999280398464922,0.020160144332347064,0.37300261911153376,0.3730027383449946,0.2338344982111245,0.019748935362444937,0.4553372245098237,0.49114101139210464,0.03377282873562667
38,7.510539980229871e-05,1.3415873299436592e-05,9.204053106294092e-06,0.9999022746737919,0.0005090939825399064,0.0001133227155245965,8.385907081910638e-05,0.9992937242311164,0.019643884289693974,0.3732364098069873,0.3732364175784967,0.23388328832482203,0.019241389075731398,0.4555796123712417,0.49140231169262416,0.033776686860402715
39,0.0021368241706141646,7.89341597458606e-06,2.707632902071401e-06,0.9978525747805091,0.014315020147867868,6.589605108516066e-05,2.4381312875226425e-05,0.9855947024881717,0.5010390802791774,0.13181508136492848,0.1318796711555323,0.23526616720036175,0.5711458023441752,0.18724563965433597,0.202067920478147,0.039540637523341964
40,0.0015727852032217599,1.0017817487026127e-05,4.187113701839407e-06,0.9984130098655895,0.01057016943902257,8.389901707053496e-05,3.782434512300402e-05,0.9893081071987838,0.3812645084791634,0.19768691987218112,0.19773990158468438,0.22330867006397107,0.4115875672998643,0.2659408341806022,0.2869289116194311,0.035542686900102476
41,0.0012427202632372617,1.099131037063374e-05,5.149928699186265e-06,0.998741138497693,0.008367611989393516,9.222503922672661e-05,4.6609398540958e-05,0.9914935535728389,0.3064842731790638,0.23634590719521933,0.2363870211241243,0.22078279850159258,0.32217549599201817,0.30960190263585313,0.3340043078250474,0.0342182935470812
