tie_line,phase1_x_2-phenylethanol,phase1_x_thymol,phase1_x_carvone,phase1_x_water4C_aparicio2007,phase1_w_2-phenylethanol,phase1_w_thymol,phase1_w_carvone,phase1_w_water4C_aparicio2007,phase2_x_2-phenylethanol,phase2_x_thymol,phase2_x_carvone,phase2_x_water4C_aparicio2007,phase2_w_2-phenylethanol,phase2_w_thymol,phase2_w_carvone,phase2_w_water4C_aparicio2007
12,0.00031015137554668136,0.0003080357181029147,5.887105049046325e-06,0.9993759258013013,0.0020950234876502567,0.0025586742354085723,4.890077067330855e-05,0.9952974015062678,0.0657465701392177,0.39819217378286614,0.3989145789567003,0.1371466771212159,0.06166621795825514,0.45926744917717166,0.4601006578721274,0.018965674992445926
13,0.00028887074240796387,0.0003102915351915322,5.895931398699893e-06,0.9993949417910019,0.0019514830295838622,0.002577685230032981,4.897927774386531e-05,0.9954218524626394,0.06114932742577372,0.4008409320229113,0.40149547228178273,0.13651426826953236,0.05726081601201539,0.4615690128017244,0.4623227170195087,0.01884745416675145
14,0.0002703265858297403,0.000312256985400434,5.903509859627793e-06,0.9994115129189102,0.0018263756270646447,0.0025942524747340143,4.904676525752038e-05,0.9955303251329439,0.057153474890962015,0.40314210138223644,0.4037369158584663,0.13596750786833536,0.05344351446862168,0.46356352677987656,0.46424748981781144,0.01874546893369035
15,0.0002540223640261828,0.00031398479869671,5.910087234631478e-06,0.9994260827500425,0.0017163607590995973,0.0026088191848014997,4.910539945104227e-05,0.9956257146566478,0.05364817357224823,0.40515994260834043,0.4057017976301323,0.1354900861892791,0.0501038191346561,0.465308648133252,0.46593094516007805,0.018656587572013942
16,0.00023957493996092582,0.0003155156547341364,5.91584933815453e-06,0.9994389935559669,0.0016188599412742546,0.0026217274087392537,4.915681400620427e-05,0.9957102558359803,0.050548260707417705,0.4069437848218009,0.4074383642628234,0.135069590207958,0.04715730449598835,0.4668484376646849,0.4674158222714889,0.018578435567837778
17,0.00022668392399947322,0.0003168814419621791,5.920938723355236e-06,0.999450513695315,0.0015318509493520544,0.0026332453590573288,4.920226415909478e-05,0.9957857014274315,0.04778721821966487,0.4085321268873978,0.4089842501355567,0.1346964047573807,0.04453834920326604,0.46821714716242685,0.46873532393112227,0.01850917970318477
18,0.00021511046029377062,0.0003181075124136036,5.9254665698028945e-06,0.9994608565607228,0.0014537253639926892,0.0026435863297358192,4.924273024043066e-05,0.995853445576031,0.04531233289404433,0.40995545660320376,0.410369244609944,0.13436296589280788,0.042195173893351166,0.46944180677979896,0.46991563725669383,0.018447382070156077
19,0.0002046622261154339,0.0003192142759500158,5.929520858597518e-06,0.999470193977076,0.001383187795366174,0.002652922077369151,4.927898900253887e-05,0.9959146111382622,0.043081290322942695,0.4112382324257537,0.411617235909069,0.13406324134223455,0.040086372365837224,0.4705440340413514,0.470977694664059,0.018391898928752325
20,0.0001951826170493644,0.0003202183460264024,5.933172015118568e-06,0.9994786658649091,0.0013191832016987036,0.0026613924419823347,4.931166297609853e-05,0.9959701126933429,0.04105973025948865,0.41240030465335203,0.412747604296802,0.13379236079035736,0.03817843660756196,0.4715413247875015,0.47193842957167065,0.018341809033265863
21,0.00018654282330992847,0.0003211333964030032,5.936477472731584e-06,0.9994863873028142,0.001260843620059731,0.0026691125412187577,4.9341260207162695e-05,0.9960207025785143,0.0392194607562249,0.41345795137351227,0.4137762370366148,0.13354635083364796,0.03644395844170702,0.4724479911071738,0.47281168812069474,0.018296362330424417
22,0.0001786359135399603,0.0003219707656717529,5.939483962991533e-06,0.9994934538368253,0.0012074483809835672,0.002676177852200389,4.936819466231385e-05,0.9960670055721538,0.0375371331671162,0.4144246491355386,0.41471628308863934,0.1333219346087058,0.034860301373665185,0.4732758545557154,0.47360890257459926,0.0182549414960202
23,0.00017137238186832154,0.0003227399474583714,5.942230260256616e-06,0.9994999454404131,0.0011583941550852947,0.0026826683293125547,4.9392810063369286e-05,0.9961095447055387,0.035993244485712686,0.4153116500733531,0.41557871798953466,0.1331163874513997,0.033408605068441274,0.47403476537820205,0.47433959544247983,0.018217034110876915
24,0.000164676734237167,0.00032344894823403014,5.944748713227834e-06,0.9995059295688157,0.001113171984742316,0.0026886514126371838,4.9415393411724456e-05,0.9961487612092088,0.034571376719531616,0.4161284230809294,0.4163727755003639,0.13292742469917498,0.03207302918717512,0.4747329971687857,0.4750117624489478,0.01818221119509152
25,0.0001584848485309204,0.0003241045676100646,5.947066522391445e-06,0.9995114635173367,0.0010713495181059502,0.002694184384747807,4.9436186221727036e-05,0.9961850299109245,0.03325760994408702,0.41688299369791487,0.41710628002095046,0.13275311633704784,0.030840171983843073,0.475377550292359,0.475632166831923,0.018150110891875012
26,0.00015274191021488235,0.0003247126177299211,5.949206728526586e-06,0.9995165962653266,0.0010325571132969492,0.0026993162157814576,4.9455393220059067e-05,0.9962186712777016,0.032040064483197885,0.41758220911163424,0.4177859056761655,0.1325918207290024,0.02969861827933917,0.4759743878135179,0.47620656807763584,0.01812042582950706
27,0.00014740078194482777,0.0003252780960925169,5.9511889725311135e-06,0.9995213699329901,0.0009964768616536925,0.002704089017207664,4.9473189044280554e-05,0.9962499609320943,0.030908540237091466,0.41823194682922854,0.41841738026323294,0.13244213267044713,0.028638584416681816,0.47652862082427216,0.47673990152444523,0.01809289323460072
28,0.00014242070453135929,0.00032580532358840745,5.953030101723524e-06,0.9995258209417784,0.0009628338402854836,0.002708539203139697,4.948972358830596e-05,0.9962791372329864,0.02985422992452841,0.4188372805137671,0.41900564728439277,0.13230284227731168,0.027651636754057924,0.47704465539821506,0.4772364207252536,0.01806728712247345
29,0.00013776625305541828,0.0003262980552404683,5.954744649685309e-06,0.9995299809470545,0.0009313890815904174,0.002712698422184141,4.950512623744072e-05,0.9963064073699879,0.028869489144476037,0.4194026128657992,0.4195549957434385,0.1321729022462863,0.02673046651419134,0.4775263101279162,0.4776998112722905,0.018043412085602117
30,0.0001293142867267825,0.00032719275333535435,5.957843093173983e-06,0.9995375351168447,0.0008742851646744863,0.002720251199000439,4.953297300277281e-05,0.9963559306633222,0.02708287249231175,0.42042815334458417,0.42055142961469444,0.13193754454840964,0.02506079236906469,0.4783993678341627,0.4785396421931002,0.0180001976036724
31,0.00012546573124342777,0.0003276001241069374,5.959247450644095e-06,0.9995409748971991,0.0008482816214263326,0.0027236903174029,4.9545599607370605e-05,0.9963784824615635,0.026270015188320298,0.42089468318461526,0.4210046711401036,0.1318306304869607,0.02430182451573659,0.47879623854538644,0.478921357301876,0.017980579637001032
32,0.00012183968983181944,0.0003279839282687049,5.960566925731504e-06,0.9995442158149738,0.0008237806263148187,0.0027269306038742677,4.9557465977118436e-05,0.9963997313038337,0.02550453817208355,0.4213339851814618,0.4214314332580288,0.1317300433884259,0.023587486208849956,0.4791697796505019,0.4792806042576265,0.017962129883021736
33,0.00011841740133720184,0.00032834615075305384,5.961808891805188e-06,0.9995472746390179,0.0008006555675482612,0.0027299887957278742,4.956863797419621e-05,0.9964197869987497,0.02478241551642181,0.4217483760415515,0.421833971232168,0.13163523720985865,0.022913952561815186,0.47952198999043305,0.47961931052198614,0.017944746925765587
34,0.00011518215896844481,0.0003286885687870855,5.962980174537025e-06,0.9995501662920699,0.0007787936894659556,0.0027328798785815228,4.9579176408562285e-05,0.996438747255544,0.024100064871453424,0.4221399161633836,0.42221429056023796,0.13154572840492504,0.022277823698037977,0.4798546462514658,0.4799391890737061,0.017928340976790125
35,0.0001121190317968963,0.0003290127603494287,5.9640865354854475e-06,0.9995529041213183,0.0007580942152067674,0.0027356171603055627,4.958913281871948e-05,0.9964566994916689,0.023454288084209737,0.4225104455062712,0.42257418199188684,0.13146108441763218,0.021676067314789407,0.48016933321383914,0.48024176764978016,0.01791283182159121
36,0.00010921463802191255,0.0003293201432434653,5.965133225425058e-06,0.9995555000855093,0.0007384668181100708,0.0027382125981896595,4.9598554120824267e-05,0.9964737220295794,0.022842220974269137,0.4228616113548633,0.4229152485774982,0.1313809190933694,0.02110597029974569,0.4804674688369927,0.4805284129849192,0.017898147878342503
37,0.00010645694830907295,0.0003296119919139126,5.966124943672413e-06,0.9995579649348333,0.0007198302957733636,0.002740676941133461,4.9607482319134584e-05,0.996489885280774,0.022261290858650765,0.42319489315900916,0.4232389298946509,0.13130488608768914,0.020565097804472618,0.48075032569112747,0.4808003515192845,0.01788422498511544
38,0.00010383511910464054,0.0003298894551034262,5.967065907315512e-06,0.9995603083598845,0.0007021114461083379,0.0027430198784011675,4.9615955121586895e-05,0.9965052527203689,0.021709180384792925,0.4235116233946696,0.42354652238471796,0.13123267383581952,0.020051258456597516,0.481019049130776,0.4810586869543477,0.017871005458278785
39,0.00010133935001281668,0.000330153571037005,5.967959915605862e-06,0.9995625391190346,0.0006852441055678241,0.0027452501675489017,4.9624006509400405e-05,0.996519881720374,0.0211837966155588,0.4238130053296598,0.42383919666804803,0.13116400138673331,0.019562474663947494,0.4812746727993597,0.4813044152273986,0.01785843730929432
40,9.89607612804721e-05,0.0003304052803417449,5.968810395976258e-06,0.9995646651479818,0.00066916832290107,0.00274737574329772,4.9631667149166206e-05,0.996533824266652,0.020683244505149436,0.4241001283661767,0.42411801249797126,0.13109861463070255,0.019096957162648937,0.4815181319342096,0.4815384373601149,0.017846473543026525
41,9.669128769138639e-05,0.00033064543567279744,5.969620474049946e-06,0.9995666936561618,0.0006538296435207211,0.002749403798863688,4.963896500107556e-05,0.9965471275926145,0.020205804022828643,0.4243739806723188,0.4243839310555394,0.13103628424931318,0.01865308311401985,0.4817502747252783,0.48176157042215995,0.01783507173854194
42,9.452358892971432e-05,0.00033087481759809816,5.970392920167462e-06,0.999568631200552,0.0006391785048959834,0.002751340918979435,4.964592489354886e-05,0.9965598346512311,0.019749910489437403,0.4246354624919239,0.4246378279690644,0.13097679904957435,0.018229377202704573,0.4819718724936016,0.48197455736933026,0.017824192934363353
43,0.002238274375469984,0.00010674862707716641,3.967262861762334e-06,0.9976510097345911,0.014975152878684264,0.000878251648576138,3.2639812277482124e-05,0.9841139556604621,0.5080977734366827,0.13276630468026734,0.13406959601678045,0.22506632586626948,0.5844175447132188,0.1877857161615502,0.1896291017825001,0.03816763734273089
44,0.0017364509791461433,0.00015791938774811908,4.786495755755301e-06,0.99810084313735,0.011646661687814653,0.0013024861621229004,3.9478018347405406e-05,0.987011374131715,0.3947750400792146,0.20412607744554412,0.20557882405827413,0.19552005841696696,0.42567215904824607,0.27065919363804275,0.2725854503499849,0.03108319696372623
45,0.0014290241967167582,0.00018999881714042274,5.137551748065496e-06,0.9983758394343948,0.009599315157549915,0.0015694601703268177,4.2438068630829646e-05,0.9887887866034926,0.3221977782882834,0.24825185242013142,0.24963626757448787,0.17991410171709726,0.3352817053201668,0.31767171435298874,0.3194432601890955,0.02760332013774895
46,0.0012171417310615986,0.00021229019149632681,5.332496155636935e-06,0.9985652355812865,0.008184611294750097,0.0017554382941642052,4.409467950030301e-05,0.9900158557315855,0.2720602575522614,0.2782177098636343,0.2794858893800664,0.17023614320403807,0.2767745812060999,0.3480523756889787,0.349638877474615,0.025534165630306492
47,0.0010611506049360705,0.0002287571074382327,5.456395600697473e-06,0.9987046358920251,0.007141180551466686,0.00189306844990371,4.5154139591762576e-05,0.9909205968590379,0.23540730395890858,0.2999034350487266,0.30105165313385496,0.16363760785850998,0.23575447721876072,0.36933476519995356,0.3707488098800365,0.02416194770124927
48,0.0009411351624023625,0.00024144525504328715,5.542009569291306e-06,0.9988118775729851,0.006337291844506106,0.001999259261339146,4.588996356896461e-05,0.9916175589305858,0.207457152155928,0.31632976858481343,0.31736671628691654,0.15884636297234198,0.2053760992948447,0.3850882668342523,0.38635060896280726,0.02318502490809571
49,0.0008457819755465064,0.0002515326207988119,5.604651791895256e-06,0.9988970807518628,0.0056979127566961895,0.0020837730606335708,4.643064736929012e-05,0.992171883535301,0.1854424701870411,0.32920643394802196,0.33014365953247543,0.15520743633246142,0.18196192065695535,0.39722663069924297,0.39835750459090075,0.022453944052900982
50,0.0007681255188020494,0.0002597498173305371,5.652439580415704e-06,0.9989664722242869,0.005176749280152864,0.002152677257507076,4.6844607088635e-05,0.9926237288552514,0.1676547480174235,0.33957381386992014,0.340422659106083,0.1523487790065734,0.16335722273599987,0.4068697574378298,0.40788682483594235,0.02188619499022805
51,0.0007036208401596477,0.0002665755656904294,5.69007513580418e-06,0.9990241135190142,0.004743543382649297,0.0022099541110384845,4.717163370138454e-05,0.9929993308726107,0.15298320409392724,0.3481014592411774,0.34887213446622073,0.15004320219867467,0.14821472111920966,0.414717313022814,0.4156354716517377,0.021432494206238592
52,0.0006491675399483538,0.0002723372481443819,5.720469824008993e-06,0.9990727747420832,0.004377625101625236,0.00225833075250014,4.7436452451262225e-05,0.9933166076934234,0.1406747408818098,0.3552399012475118,0.3559413046190997,0.14814405325157853,0.13564823894048234,0.4212292397832222,0.4220609357947282,0.021061585481567176
53,0.0006025743150335375,0.0002772665970014786,5.745521171984851e-06,0.999114413566793,0.0040643680670173375,0.002299739796009563,4.765523085335304e-05,0.9935882369061197,0.13020080659044891,0.3613035082803967,0.36194330073687075,0.14655238439228355,0.1250507338148586,0.4267204753197041,0.42747610745411635,0.020752683411320933
54,0.0005622467105527422,0.00028153238282156907,5.766518634839035e-06,0.9991504543879909,0.003793119033379891,0.0023355901667520924,4.783898777448527e-05,0.9938234518120934,0.12117954483489851,0.3665183499057799,0.3671031059984579,0.14519899926086363,0.11599228234865626,0.43141399891344545,0.4321022917762614,0.020491426961636864
55,0.0005269959490266215,0.00028526050442858713,5.784368687618238e-06,0.9991819591778572,0.0035559283994103887,0.002366933793251105,4.799549011095102e-05,0.9940291423172275,0.11332821460570952,0.3710511885834628,0.37158655648694433,0.14403404032388326,0.10815980009775408,0.4354721542229407,0.43610047134306895,0.02026757433623611
